,DOW,TOD,complex_id,avg(entries),avg(exits)
322,weekend,morning,452,1453.375,505.1875
323,weekend,morning,453,1041.875,1134.34375
324,weekend,morning,455,390.0,385.625
325,weekend,morning,456,1143.65625,929.28125
326,weekend,morning,457,359.65625,219.78125
327,weekend,morning,458,708.875,541.84375
328,weekend,morning,459,427.5625,348.28125
329,weekend,morning,46,379.1875,136.5625
330,weekend,morning,460,121.71875,303.09375
331,weekend,morning,461,792.34375,299.375
332,weekend,morning,463,54.34375,84.875
333,weekend,morning,464,285.0,360.6363636363636
334,weekend,morning,47,606.25,346.8125
335,weekend,morning,471,234.84375,1037.65625
336,weekend,morning,475,762.34375,608.125
337,weekend,morning,476,802.5,975.46875
338,weekend,morning,477,679.375,1225.625
339,weekend,morning,48,144.90625,118.65625
340,weekend,morning,49,330.65625,175.40625
341,weekend,morning,5,295.71875,304.65625
342,weekend,morning,50,302.40625,112.03125
343,weekend,morning,501,217.875,0.03125
344,weekend,morning,502,38.96969696969697,0.0
345,weekend,morning,51,1001.5625,741.65625
346,weekend,morning,52,469.46875,122.1875
347,weekend,morning,53,249.28125,38.75
348,weekend,morning,54,583.75,522.03125
349,weekend,morning,55,580.5625,347.75
350,weekend,morning,56,178.28125,126.15625
351,weekend,morning,57,66.53125,164.5625
352,weekend,morning,58,694.2424242424242,699.3333333333334
353,weekend,morning,59,472.65625,222.96875
354,weekend,morning,6,146.28125,165.625
355,weekend,morning,60,230.9375,147.96875
356,weekend,morning,601,922.7575757575758,2439.787878787879
357,weekend,morning,602,1661.59375,5864.75
358,weekend,morning,603,489.9375,511.71875
359,weekend,morning,604,941.15625,589.875
360,weekend,morning,605,957.90625,954.53125
361,weekend,morning,606,750.5,1001.0625
362,weekend,morning,607,2632.5,6217.5
363,weekend,morning,608,456.59375,739.65625
364,weekend,morning,609,787.25,2167.3125
365,weekend,morning,61,146.96875,203.28125
366,weekend,morning,610,1419.5,2608.5
367,weekend,morning,611,3071.4,5149.292307692308
368,weekend,morning,612,439.6875,959.625
369,weekend,morning,613,1655.375,4443.125
370,weekend,morning,614,1032.0714285714287,2222.4285714285716
371,weekend,morning,615,397.65625,230.46875
372,weekend,morning,616,3904.125,2600.6875
373,weekend,morning,617,1246.40625,2659.9375
374,weekend,morning,618,844.8125,2738.5625
375,weekend,morning,619,309.46153846153845,1213.5076923076922
376,weekend,morning,62,90.71875,60.65625
377,weekend,morning,620,655.5,1142.71875
378,weekend,morning,621,666.125,604.125
379,weekend,morning,622,483.53125,1488.96875
380,weekend,morning,623,1009.4375,3247.65625
381,weekend,morning,624,537.828125,1123.4375
382,weekend,morning,625,737.25,1612.75
383,weekend,morning,626,46.375,155.84375
384,weekend,morning,627,400.65625,382.796875
385,weekend,morning,628,683.6923076923077,1028.0461538461539
386,weekend,morning,629,442.84375,765.6875
387,weekend,morning,630,1122.75,784.78125
388,weekend,morning,635,886.96875,1654.90625
389,weekend,morning,636,935.125,1325.0625
390,weekend,morning,64,429.90625,78.46875
391,weekend,morning,65,499.8125,73.46875
392,weekend,morning,66,430.96875,83.5625
393,weekend,morning,67,367.1875,62.875
394,weekend,morning,68,544.1875,337.4375
395,weekend,morning,69,327.75,57.6875
396,weekend,morning,70,217.0625,65.0
397,weekend,morning,71,711.84375,1038.71875
398,weekend,morning,72,480.875,193.59375
399,weekend,morning,74,437.125,231.5
400,weekend,morning,75,337.0625,135.15625
401,weekend,morning,76,677.46875,230.0
402,weekend,morning,77,527.65625,246.4375
403,weekend,morning,78,413.65625,180.84375
404,weekend,morning,79,285.9375,165.4375
405,weekend,morning,8,353.0,1123.4705882352941
406,weekend,morning,80,88.40625,62.6875
407,weekend,morning,81,103.29032258064517,58.483870967741936
408,weekend,morning,82,132.09375,50.875
409,weekend,morning,83,169.84848484848484,86.72727272727273
410,weekend,morning,84,191.9375,50.71875
411,weekend,morning,85,184.6875,68.75
412,weekend,morning,86,61.09375,34.03125
413,weekend,morning,87,332.59375,365.0625
414,weekend,morning,88,168.0,130.875
415,weekend,morning,89,150.8125,134.75
416,weekend,morning,9,955.28125,2098.03125
417,weekend,morning,90,178.65625,127.625
418,weekend,morning,91,99.59375,161.28125
419,weekend,morning,93,179.90625,72.375
420,weekend,morning,94,321.15625,113.90625
421,weekend,morning,95,320.28125,127.21875
422,weekend,morning,96,287.8125,125.875
423,weekend,morning,97,407.6756756756757,325.8918918918919
424,weekend,morning,98,298.03125,330.28125
425,weekend,morning,99,216.71875,267.5
