,DOW,TOD,complex_id,avg(entries),avg(exits)
277,weekday,overnight,405,427.2048192771084,327.69879518072287
278,weekday,overnight,407,434.5125,355.825
279,weekday,overnight,409,248.5,272.15
280,weekday,overnight,41,107.475,316.4625
281,weekday,overnight,413,126.60975609756098,145.5121951219512
282,weekday,overnight,414,307.2470588235294,459.5176470588235
283,weekday,overnight,416,118.5625,276.625
284,weekday,overnight,417,51.1,54.1625
285,weekday,overnight,418,68.425,87.6875
286,weekday,overnight,419,58.6625,112.8875
287,weekday,overnight,42,165.7625,531.0625
288,weekday,overnight,420,40.1,82.9125
289,weekday,overnight,421,124.87341772151899,365.8987341772152
290,weekday,overnight,422,42.9125,83.45
291,weekday,overnight,423,79.1625,113.2625
292,weekday,overnight,424,124.1625,198.275
293,weekday,overnight,425,32.925,53.5875
294,weekday,overnight,426,106.6625,339.6625
295,weekday,overnight,427,94.9,217.275
296,weekday,overnight,428,78.5125,305.0125
297,weekday,overnight,429,55.7875,251.775
298,weekday,overnight,43,83.65,293.4625
299,weekday,overnight,430,94.425,98.8875
300,weekday,overnight,431,47.08139534883721,163.17441860465115
301,weekday,overnight,432,81.0125,98.6
302,weekday,overnight,433,49.0125,39.65
303,weekday,overnight,434,344.7701149425287,501.39080459770116
304,weekday,overnight,436,48.1125,151.85
305,weekday,overnight,437,49.5125,24.2
306,weekday,overnight,438,218.175,297.85
307,weekday,overnight,439,195.7,268.225
308,weekday,overnight,44,293.1875,882.95
309,weekday,overnight,440,120.8125,257.95
310,weekday,overnight,441,115.275,380.4
311,weekday,overnight,442,51.9875,190.3
312,weekday,overnight,443,30.0125,45.1
313,weekday,overnight,444,122.525,272.6
314,weekday,overnight,445,17.075,86.0
315,weekday,overnight,446,10.6125,94.4625
316,weekday,overnight,447,1382.2125,2294.375
317,weekday,overnight,448,104.35,79.9625
318,weekday,overnight,449,317.9125,622.375
319,weekday,overnight,45,86.1,243.4125
320,weekday,overnight,450,547.4125,1343.95
321,weekday,overnight,451,596.9875,1325.0875
322,weekday,overnight,452,441.4375,572.65
323,weekday,overnight,453,378.7,1004.5125
324,weekday,overnight,455,72.375,341.55
325,weekday,overnight,456,227.7375,875.5875
326,weekday,overnight,457,70.37974683544304,381.45569620253167
327,weekday,overnight,458,234.625,742.7375
328,weekday,overnight,459,147.5625,460.1625
329,weekday,overnight,46,112.21518987341773,107.0506329113924
330,weekday,overnight,460,143.55555555555554,152.12345679012347
331,weekday,overnight,461,282.8375,242.5875
332,weekday,overnight,463,52.5,88.46341463414635
333,weekday,overnight,464,189.625,443.1125
334,weekday,overnight,47,94.775,473.925
335,weekday,overnight,471,441.4875,484.9125
336,weekday,overnight,475,198.6625,573.15
337,weekday,overnight,476,282.2125,712.4375
338,weekday,overnight,477,433.1125,592.6125
339,weekday,overnight,48,47.0375,139.275
340,weekday,overnight,49,106.1,134.175
341,weekday,overnight,5,114.175,388.7125
342,weekday,overnight,50,91.55,85.1
343,weekday,overnight,501,228.3125,0.0
344,weekday,overnight,502,10.125,0.0
345,weekday,overnight,51,316.025,664.7875
346,weekday,overnight,52,71.575,90.4875
347,weekday,overnight,53,74.7625,51.8625
348,weekday,overnight,54,128.275,352.95
349,weekday,overnight,55,187.45,226.0625
350,weekday,overnight,56,57.325,40.0
351,weekday,overnight,57,29.1875,41.625
352,weekday,overnight,58,222.8375,496.225
353,weekday,overnight,59,56.936708860759495,352.0
354,weekday,overnight,6,44.35,189.2875
355,weekday,overnight,60,59.1375,109.8
356,weekday,overnight,601,1013.2530120481928,983.1686746987951
357,weekday,overnight,602,2056.0625,1577.1
358,weekday,overnight,603,281.55,471.5375
359,weekday,overnight,604,670.8875,673.275
360,weekday,overnight,605,382.8625,696.7125
361,weekday,overnight,606,339.925,725.175
362,weekday,overnight,607,2599.9125,2619.6625
363,weekday,overnight,608,225.7125,498.4
364,weekday,overnight,609,1000.9638554216867,851.0
365,weekday,overnight,61,87.275,110.1375
366,weekday,overnight,610,760.3417085427136,929.7587939698492
367,weekday,overnight,611,2557.35625,2497.34375
368,weekday,overnight,612,304.6625,421.8625
369,weekday,overnight,613,1723.4125,1895.9625
370,weekday,overnight,614,1639.5375,1306.25
371,weekday,overnight,615,52.1,160.3
372,weekday,overnight,616,1372.8875,2718.45
373,weekday,overnight,617,1218.7,1262.525
374,weekday,overnight,618,991.225,816.0125
375,weekday,overnight,619,392.2875,305.34375
376,weekday,overnight,62,54.4375,29.0125
377,weekday,overnight,620,418.0987654320988,526.9382716049382
378,weekday,overnight,621,234.4,433.825
379,weekday,overnight,622,379.725,528.0625
380,weekday,overnight,623,725.0375,508.9375
381,weekday,overnight,624,368.20625,495.83125
382,weekday,overnight,625,611.7,797.825
383,weekday,overnight,626,21.7125,74.4625
384,weekday,overnight,627,143.38125,363.975
385,weekday,overnight,628,347.90625,531.5125
386,weekday,overnight,629,299.075,704.1
387,weekday,overnight,630,373.25,846.975
388,weekday,overnight,635,322.3875,653.2125
389,weekday,overnight,636,540.9529411764706,752.5176470588235
390,weekday,overnight,64,95.3875,103.2125
391,weekday,overnight,65,114.675,92.275
392,weekday,overnight,66,112.6375,56.875
393,weekday,overnight,67,106.0125,54.4125
394,weekday,overnight,68,74.2125,291.5875
395,weekday,overnight,69,42.73809523809524,47.45238095238095
396,weekday,overnight,70,23.8375,40.0125
397,weekday,overnight,71,109.775,372.2375
398,weekday,overnight,72,57.0375,170.6875
399,weekday,overnight,74,47.8875,203.6625
400,weekday,overnight,75,28.55,158.975
401,weekday,overnight,76,52.25,215.375
402,weekday,overnight,77,50.525,239.2
403,weekday,overnight,78,43.2875,120.2625
404,weekday,overnight,79,29.525,117.4125
405,weekday,overnight,8,207.2125,94.75
406,weekday,overnight,80,62.3375,72.6375
407,weekday,overnight,81,54.666666666666664,71.09876543209876
408,weekday,overnight,82,70.6625,93.2125
409,weekday,overnight,83,115.45,102.0375
410,weekday,overnight,84,86.3875,93.8875
411,weekday,overnight,85,78.525,113.0375
412,weekday,overnight,86,33.8375,47.2125
413,weekday,overnight,87,54.0875,271.3625
414,weekday,overnight,88,38.0625,179.5125
415,weekday,overnight,89,29.2,154.6125
416,weekday,overnight,9,914.3529411764706,639.1294117647059
417,weekday,overnight,90,34.3125,154.4375
418,weekday,overnight,91,48.5625,80.4125
419,weekday,overnight,93,42.7875,91.9
420,weekday,overnight,94,62.3375,195.8875
421,weekday,overnight,95,78.775,181.3625
422,weekday,overnight,96,66.2375,169.9375
423,weekday,overnight,97,135.875,522.425
424,weekday,overnight,98,116.7,219.75
425,weekday,overnight,99,65.0125,132.3125
