,DOW,TOD,complex_id,avg(entries),avg(exits)
404,weekday,morning,79,468.7875,291.2625
405,weekday,morning,8,519.0125,2317.275
406,weekday,morning,80,304.48148148148147,148.6172839506173
407,weekday,morning,81,381.1875,171.9125
408,weekday,morning,82,496.6125,136.1625
409,weekday,morning,83,663.1341463414634,233.7560975609756
410,weekday,morning,84,671.6585365853658,116.90243902439025
411,weekday,morning,85,612.2875,416.325
412,weekday,morning,86,256.2125,91.425
413,weekday,morning,87,721.3625,352.925
414,weekday,morning,88,466.475,273.8125
415,weekday,morning,89,434.2375,256.4875
416,weekday,morning,9,1245.560975609756,3782.6341463414633
417,weekday,morning,90,467.525,226.0375
418,weekday,morning,91,237.0,350.225
419,weekday,morning,93,397.875,118.7875
420,weekday,morning,94,762.0625,187.3125
421,weekday,morning,95,806.9875,268.125
422,weekday,morning,96,610.3625,235.55
423,weekday,morning,97,1176.4875,598.95
424,weekday,morning,98,694.8375,802.3875
425,weekday,morning,99,466.025,542.275
