,DOW,TOD,complex_id,avg(entries),avg(exits)
149,weekend,overnight,271,145.75,305.4375
150,weekend,overnight,272,67.25,94.875
151,weekend,overnight,273,199.4375,1024.6875
152,weekend,overnight,276,288.0625,246.1875
153,weekend,overnight,277,732.4375,776.375
154,weekend,overnight,278,406.75,905.25
155,weekend,overnight,279,397.0,676.5625
156,weekend,overnight,28,101.125,216.25
157,weekend,overnight,280,91.25,420.0
158,weekend,overnight,282,60.25,133.25
159,weekend,overnight,283,109.4375,215.6875
160,weekend,overnight,284,162.1875,296.25
161,weekend,overnight,286,109.1875,347.875
162,weekend,overnight,287,39.625,149.8125
163,weekend,overnight,288,74.75,366.75
164,weekend,overnight,289,79.125,353.6875
165,weekend,overnight,290,52.5,274.1875
166,weekend,overnight,291,105.1875,200.375
167,weekend,overnight,292,82.1875,163.0625
168,weekend,overnight,293,59.1875,130.1875
169,weekend,overnight,294,94.3125,65.5
170,weekend,overnight,295,96.875,41.9375
171,weekend,overnight,296,57.25,35.0
172,weekend,overnight,297,32.75,25.4375
173,weekend,overnight,298,101.5,107.0625
174,weekend,overnight,299,97.9375,240.1875
175,weekend,overnight,3,110.25,611.6875
176,weekend,overnight,30,45.625,201.1875
177,weekend,overnight,300,94.375,503.75
178,weekend,overnight,301,104.3125,506.0625
179,weekend,overnight,303,228.75,931.625
180,weekend,overnight,304,130.375,669.1875
181,weekend,overnight,305,236.0625,1241.125
182,weekend,overnight,306,94.3125,387.125
183,weekend,overnight,307,240.1875,611.1875
184,weekend,overnight,308,309.3125,750.25
185,weekend,overnight,309,310.875,604.6875
186,weekend,overnight,31,36.625,168.0
187,weekend,overnight,310,855.875,2437.0625
188,weekend,overnight,311,557.625,1098.25
189,weekend,overnight,312,423.75,514.5
190,weekend,overnight,313,1155.8125,1878.6875
191,weekend,overnight,314,720.6875,749.625
192,weekend,overnight,316,470.125,579.9375
193,weekend,overnight,318,1684.75,2388.5625
194,weekend,overnight,319,409.125,712.0625
195,weekend,overnight,32,298.875,726.125
196,weekend,overnight,320,563.5,793.1875
197,weekend,overnight,321,128.6875,137.75
198,weekend,overnight,323,567.25,397.75
199,weekend,overnight,324,507.4375,528.0
200,weekend,overnight,325,190.5625,246.5625
201,weekend,overnight,326,178.6875,122.8125
202,weekend,overnight,327,150.75,214.0625
203,weekend,overnight,328,175.1875,578.9375
204,weekend,overnight,329,53.0625,152.75
205,weekend,overnight,33,95.0,246.8125
206,weekend,overnight,333,124.0625,298.125
207,weekend,overnight,334,0.0,0.0
208,weekend,overnight,336,59.6875,135.625
209,weekend,overnight,337,102.0,219.5
210,weekend,overnight,339,36.8125,78.25
211,weekend,overnight,34,117.9375,476.25
212,weekend,overnight,340,35.25,51.1875
213,weekend,overnight,341,23.375,109.8125
214,weekend,overnight,343,47.5625,222.0625
215,weekend,overnight,344,40.3125,206.875
216,weekend,overnight,345,254.75,714.8125
217,weekend,overnight,346,97.125,263.3125
218,weekend,overnight,347,67.375,213.125
219,weekend,overnight,348,60.875,209.4375
220,weekend,overnight,349,32.625,109.375
221,weekend,overnight,35,143.625,449.875
222,weekend,overnight,350,66.6875,83.5
223,weekend,overnight,351,37.125,122.9375
224,weekend,overnight,352,116.5,268.125
225,weekend,overnight,353,31.875,158.6875
226,weekend,overnight,354,47.875,149.125
227,weekend,overnight,355,84.5,56.9375
228,weekend,overnight,356,157.375,90.3125
229,weekend,overnight,357,50.8125,34.5
230,weekend,overnight,358,120.0,391.0625
231,weekend,overnight,359,281.0,729.9375
232,weekend,overnight,36,74.3125,174.375
233,weekend,overnight,360,92.625,128.0
234,weekend,overnight,361,51.25,268.625
235,weekend,overnight,362,34.0625,113.25
236,weekend,overnight,363,73.4375,167.0
237,weekend,overnight,364,32.9375,175.9375
238,weekend,overnight,365,91.3125,322.6875
239,weekend,overnight,366,223.375,1205.5625
240,weekend,overnight,367,74.0,285.6875
241,weekend,overnight,368,103.5,340.625
242,weekend,overnight,369,118.4375,827.8125
243,weekend,overnight,37,45.8125,63.125
244,weekend,overnight,370,30.4375,122.6875
245,weekend,overnight,371,217.3125,638.6875
246,weekend,overnight,372,54.1875,253.0625
247,weekend,overnight,373,79.0,453.125
248,weekend,overnight,374,14.3125,67.625
249,weekend,overnight,375,50.0,176.6875
250,weekend,overnight,376,100.4375,487.0625
251,weekend,overnight,377,190.0625,690.1875
252,weekend,overnight,378,120.625,101.0
253,weekend,overnight,379,141.1875,337.875
254,weekend,overnight,38,110.0625,224.9375
255,weekend,overnight,380,71.0,153.625
256,weekend,overnight,381,155.9375,351.3125
257,weekend,overnight,382,148.625,112.625
258,weekend,overnight,383,100.5,130.0
259,weekend,overnight,384,146.5625,327.75
260,weekend,overnight,385,75.125,167.8125
261,weekend,overnight,386,151.4375,262.75
262,weekend,overnight,387,113.75,301.375
263,weekend,overnight,388,145.125,423.6875
264,weekend,overnight,39,55.5625,120.5625
265,weekend,overnight,391,46.875,118.75
266,weekend,overnight,392,604.6875,1409.375
267,weekend,overnight,393,293.0,734.3125
268,weekend,overnight,394,106.125,435.0
269,weekend,overnight,395,220.5625,755.8125
270,weekend,overnight,396,298.25,345.875
271,weekend,overnight,397,338.625,783.8125
272,weekend,overnight,398,612.6875,710.625
273,weekend,overnight,399,320.5625,355.5625
274,weekend,overnight,4,123.4375,610.1875
275,weekend,overnight,403,600.9375,866.5625
276,weekend,overnight,404,590.1875,748.875
277,weekend,overnight,405,508.3125,655.0
278,weekend,overnight,407,897.125,920.375
279,weekend,overnight,409,226.75,232.8125
280,weekend,overnight,41,209.4375,634.4375
281,weekend,overnight,413,218.1875,258.125
282,weekend,overnight,414,142.4375,253.0
283,weekend,overnight,416,140.875,440.25
284,weekend,overnight,417,60.9375,83.75
285,weekend,overnight,418,85.5625,132.5
286,weekend,overnight,419,67.25,177.0625
287,weekend,overnight,42,95.3125,454.25
288,weekend,overnight,420,56.0625,141.75
289,weekend,overnight,421,160.25,595.75
290,weekend,overnight,422,49.125,125.25
291,weekend,overnight,423,88.25,159.875
292,weekend,overnight,424,143.3125,319.0625
293,weekend,overnight,425,40.1875,72.75
294,weekend,overnight,426,135.25,524.125
295,weekend,overnight,427,128.25,330.6875
296,weekend,overnight,428,107.6875,490.5625
297,weekend,overnight,429,86.8125,418.25
298,weekend,overnight,43,134.4375,543.0
299,weekend,overnight,430,122.1875,179.375
300,weekend,overnight,431,65.86666666666666,296.06666666666666
301,weekend,overnight,432,105.875,168.5
302,weekend,overnight,433,70.625,76.625
303,weekend,overnight,434,228.75,412.1875
304,weekend,overnight,436,28.25,114.125
305,weekend,overnight,437,25.8125,20.1875
306,weekend,overnight,438,143.25,289.9375
307,weekend,overnight,439,371.25,490.6875
308,weekend,overnight,44,171.625,669.6875
309,weekend,overnight,440,206.125,469.875
310,weekend,overnight,441,73.375,355.9375
311,weekend,overnight,442,51.875,250.0
312,weekend,overnight,443,32.1875,62.3125
313,weekend,overnight,444,52.4375,180.6875
314,weekend,overnight,445,14.4375,108.75
315,weekend,overnight,446,13.0625,138.8125
316,weekend,overnight,447,681.0,1265.125
317,weekend,overnight,448,65.75,88.0
318,weekend,overnight,449,234.625,537.0
319,weekend,overnight,45,47.125,215.3125
320,weekend,overnight,450,410.125,1194.9375
321,weekend,overnight,451,434.875,1170.375
322,weekend,overnight,452,313.375,481.6875
323,weekend,overnight,453,246.4375,764.625
324,weekend,overnight,455,109.5625,560.25
325,weekend,overnight,456,355.9375,1458.5625
326,weekend,overnight,457,105.25,600.1875
327,weekend,overnight,458,135.9375,504.1875
328,weekend,overnight,459,75.9375,309.875
329,weekend,overnight,46,62.6875,83.25
330,weekend,overnight,460,39.375,90.0
331,weekend,overnight,461,256.9375,237.9375
332,weekend,overnight,463,50.4375,140.75
333,weekend,overnight,464,79.25,185.75
334,weekend,overnight,47,126.5625,782.0625
335,weekend,overnight,471,141.5625,155.9375
336,weekend,overnight,475,279.5,1081.9375
337,weekend,overnight,476,522.25,1442.1875
338,weekend,overnight,477,612.75,1141.375
339,weekend,overnight,48,18.4375,103.375
340,weekend,overnight,49,46.8125,76.125
341,weekend,overnight,5,73.4375,335.6875
342,weekend,overnight,50,36.5,38.375
343,weekend,overnight,501,110.875,0.0
344,weekend,overnight,502,37.75,0.0
345,weekend,overnight,51,115.9375,378.4375
346,weekend,overnight,52,89.625,137.1875
347,weekend,overnight,53,37.625,27.125
348,weekend,overnight,54,168.6875,516.6875
349,weekend,overnight,55,80.875,120.4375
350,weekend,overnight,56,26.5625,35.0
351,weekend,overnight,57,14.0,36.5
352,weekend,overnight,58,325.3125,797.375
353,weekend,overnight,59,80.1875,596.125
354,weekend,overnight,6,30.375,156.3125
355,weekend,overnight,60,58.375,176.3125
356,weekend,overnight,601,849.1875,1071.5
357,weekend,overnight,602,3592.0,3681.4375
358,weekend,overnight,603,173.8125,350.3125
359,weekend,overnight,604,523.1333333333333,1038.5333333333333
360,weekend,overnight,605,188.4375,542.375
361,weekend,overnight,606,212.8125,562.1875
362,weekend,overnight,607,1677.0,2226.75
363,weekend,overnight,608,147.0625,446.9375
364,weekend,overnight,609,578.6875,679.875
365,weekend,overnight,61,31.0,70.875
366,weekend,overnight,610,1537.8125,2685.3125
367,weekend,overnight,611,5036.875,4894.6875
368,weekend,overnight,612,199.125,347.1875
369,weekend,overnight,613,984.625,1306.625
370,weekend,overnight,614,907.375,992.0
371,weekend,overnight,615,62.4375,267.0
372,weekend,overnight,616,905.0,2610.5625
373,weekend,overnight,617,664.8125,938.25
374,weekend,overnight,618,2069.3125,2058.3125
375,weekend,overnight,619,1135.8125,1335.875
376,weekend,overnight,62,19.1875,19.8125
377,weekend,overnight,620,187.5625,334.375
378,weekend,overnight,621,231.4,467.0
379,weekend,overnight,622,215.9375,487.0625
380,weekend,overnight,623,1476.75,1280.5625
381,weekend,overnight,624,503.3125,1100.625
382,weekend,overnight,625,1552.0625,2258.1875
383,weekend,overnight,626,30.3125,157.375
384,weekend,overnight,627,282.75,935.8125
385,weekend,overnight,628,1058.0625,1841.8125
386,weekend,overnight,629,804.6875,1935.25
387,weekend,overnight,630,252.9375,850.625
388,weekend,overnight,635,506.0,1291.6875
389,weekend,overnight,636,278.5625,857.125
390,weekend,overnight,64,55.25,75.5
391,weekend,overnight,65,67.5625,73.0
392,weekend,overnight,66,53.9375,40.9375
393,weekend,overnight,67,56.25,41.0
394,weekend,overnight,68,87.5,406.125
395,weekend,overnight,69,54.5,81.8125
396,weekend,overnight,70,26.5625,66.375
397,weekend,overnight,71,148.75,507.25
398,weekend,overnight,72,64.5,251.1875
399,weekend,overnight,74,49.0,291.3125
400,weekend,overnight,75,36.875,252.3125
401,weekend,overnight,76,61.375,356.875
402,weekend,overnight,77,72.5625,428.75
403,weekend,overnight,78,71.125,185.4375
404,weekend,overnight,79,48.5,204.5
405,weekend,overnight,8,433.0,193.625
406,weekend,overnight,80,28.4375,50.125
407,weekend,overnight,81,20.0,41.25
408,weekend,overnight,82,28.0,55.3125
409,weekend,overnight,83,46.0,56.4375
410,weekend,overnight,84,34.4375,50.375
411,weekend,overnight,85,30.5,62.375
412,weekend,overnight,86,13.3125,29.125
