,complex_id,Stop Name,Complex_id,cs_ibx_peak,cs_ibx_offpeak,cs_noibx_peak,cs_noibx_offpeak,exits_weekday_evening,entries_weekday_evening,exits_weekday_morning,entries_weekday_morning,exits_weekday_overnight,entries_weekday_overnight,exits_weekend_evening,entries_weekend_evening,exits_weekend_morning,entries_weekend_morning,exits_weekend_overnight,entries_weekend_overnight,VoroID,lotarea,bldgarea,comarea,resarea,officearea,retailarea,garagearea,strgearea,factryarea,otherarea,numbldgs,numfloors,unitsres,unitstotal,assesstot,Total_pop_Num,Employment_est,housed_pop_Num,group_house_pop_num,industrial_pop_num,under18_num,hispanic_num,white_num,black_num,asian_num,other_num,multirace_num,total_houses,occupied_homes_num,vacant_homes_num,Bus_Stops,geometry,station_id,station_line,Complex ID,boro,lat,long
0,614,59 ST-COLUMBUS CIRCLE,614c,0.0224812601121445,0.0138058128361527,0.0226490776866878,0.013906822376961,9.298916565667959,9.651249841017542,10.135658236409842,9.40322469580835,6.793914462558377,6.521357233591198,9.127726131578045,9.066087422608815,9.505841793480096,8.8200717107493,6.899723107284872,6.810555815605005,303.0,12.693937469994,14.383078686912366,13.528276886947005,13.714929950623745,12.633451941653437,11.552586181157643,11.008984101783621,8.953846767406551,-inf,12.511686868117444,2.8339533905680785,5.090028588674155,6.803147790444818,6.892008875421719,19.509347657628492,7.167243597401161,7.0123737374308766,7.072072307785333,4.767958360708536,-inf,4.770067541553128,4.985441519403718,6.6734196331972715,4.047929814185672,5.473575872075505,2.5115456255445676,3.9316039770490603,6.74832769488561,6.559091718941085,4.990440863096925,3.367295829986474,"POLYGON ((301824.55302342365 66708.9891932036, 301990.53770749987 66931.64316344814, 302004.61074550473 66977.0764316479, 301852.5577309824 67125.10550511187, 300783.94747132005 67022.52279832093, 301339.4120042884 66501.12327443065, 301824.55302342365 66708.9891932036))",complex,complex,614,M,40.7682715,-73.9818325
1,611,42 ST-PORT AUTHORITY BUS TERMINAL,611c,0.0254195334756749,0.0163408916464473,0.0256035653969537,0.0164657580607552,10.769301498694047,10.37897378107983,10.85411835658846,10.483263046864543,8.24802533491574,8.394239938189559,10.51818827677686,10.07562461043672,10.4039389243571,9.803321853755406,8.49590571227298,8.524541129078775,289.0,12.497129287187699,14.999062861539802,14.726643719300144,12.576043368106054,14.521132603467372,12.415843898954035,11.229943063781294,9.793499312569116,9.473399975998836,11.599789591213787,3.537028734145208,5.741302483628531,6.097120079011833,6.827352141882788,20.0091756885685,6.457328892657219,6.23400212604144,6.348149682712143,4.188471290270907,0.3109936306328543,3.747362070248896,4.7364333265960825,5.699104192701462,4.442115556897753,4.711584034929001,1.8834754762861408,3.0897121403470447,6.071621895216875,5.933138653963788,4.026173251473262,3.091042453358316,"POLYGON ((300819.9556917906 65186.39254541153, 300942.409272665 65082.23773349828, 301154.70451022236 65068.28453005763, 301296.2669081542 65534.34116833897, 301042.6740649856 65810.50730247206, 300453.9576604773 65994.69061570062, 300819.9556917906 65186.39254541153))",complex,complex,611,M,40.755746,-73.9875808
2,601,14 ST,601c,0.0242715164609495,0.0149465240617833,0.0243960606061113,0.0150190303651145,8.989269670822903,9.062817264524922,9.50918676581911,8.8655269441419,6.546893008988843,6.129104674808251,8.81536072379131,8.65686817348872,9.050553002486808,8.269820982367955,6.976814814913632,6.744280009984542,338.0,12.211654055206367,13.954890087467648,12.998074353537591,13.433735429168534,12.397780235959504,11.61627852838507,9.519521743680624,8.048802074862039,4.476890297097535,11.178426299606361,3.942612499863153,5.507355347063771,6.585621858188397,6.718163831061329,18.94629165619429,6.944152015842682,6.785161729008936,6.909830207417365,3.555065881215179,-inf,4.560821381775039,4.427147602571827,6.668297539332599,3.2235542828765844,4.457569441461133,2.327234539239309,3.7994359327707787,6.532454366465984,6.401731778502465,4.433127137272852,2.3978952727983707,"POLYGON ((300018.70311794337 63592.29452049797, 299892.33900859486 63304.23260125329, 299964.53697471065 63191.963114732804, 300337.1035459967 62944.045237227314, 300432.3049988363 63029.569311247455, 300564.10942463105 63493.970528251564, 300466.8266844581 63617.55631208412, 300018.70311794337 63592.29452049797))",complex,complex,601,M,40.737796333333335,-73.997732
3,635,SOUTH FERRY,635c,0.0203503773124833,0.0127168138648591,0.0204540757961578,0.0127779483004563,8.796463735950088,8.775997279817165,9.015067305293186,8.601594080712527,6.962243464266207,6.234165597637722,8.335941062580304,8.188515498260937,8.278158415785978,7.7385153552393,7.163704782021524,6.226536669287466,223.0,11.810491602788346,13.783701687313581,13.710388097825641,10.806370344995337,13.6147644366759,10.158340241390318,9.132690402100863,7.950778279557806,-inf,10.696436427427422,1.464979542317391,3.984908173754477,3.8127560085228476,4.707057900100739,18.27354069115438,4.4410916155762115,4.22285289888105,4.354207382863246,1.954785310769718,-inf,2.576836730201745,2.2463991678582365,3.8765979082459707,1.8481011681813833,2.708557113146098,0.29655723416618557,1.4937058067542641,3.8563074017203745,3.6376506917586355,2.228718055049709,2.5649493574615367,"POLYGON ((299005.254430176 59692.41751086594, 299201.29957761226 59567.8475004822, 299276.0545910195 59481.90211670266, 299230.0563588429 59444.730531242174, 299227.3815400161 59443.50693836447, 299214.8136308469 59438.757842000625, 299264.759054225 59351.00220438106, 299344.55702212197 59396.31722205975, 299358.4260451721 59371.89421745347, 299278.5770663336 59326.55122002719, 299294.365008652 59298.74914050119, 299271.45302181283 59285.73824353085, 299189.9569030094 59428.46795648013, 299065.61525793915 59385.928570279466, 299055.0641599332 59385.62017918242, 299061.24210217106 59366.11628880788, 299045.8530200255 59363.25519260817, 299052.61807178915 59340.44519044276, 299059.47011376487 59342.70016428957, 299063.7201326157 59330.73119650503, 299064.6740483915 59326.04713816081, 299061.1430382534 59324.54612910623, 299062.4102936682 59320.65820980326, 299062.45142612327 59318.9754068287, 299063.68952977087 59319.05214648597, 299065.62275517144 59314.56359287925, 299065.31923820724 59313.57421873091, 299067.17315665964 59308.52238675589, 299069.0411580045 59306.744612642266, 299067.85151661 59305.63946858628, 299068.650892673 59303.55432657553, 299069.7762773946 59303.4423331864, 299070.9552403481 59301.132981155475, 299069.6182030055 59300.35183657512, 299070.03443889733 59298.631603252084, 299071.0719218315 59299.21841511807, 299072.87780591194 59296.12925796526, 299071.3186979583 59294.87554593485, 299073.8655429448 59288.250895186036, 299075.733004786 59288.38951025784, 299076.69209234876 59287.38452772952, 299076.62887747644 59286.16733447499, 299074.8069013214 59284.15882049701, 299077.16817586974 59278.46399392322, 299078.36933286116 59279.054693932216, 299080.08817091776 59275.6834697087, 299078.4790752201 59274.56809369737, 299088.4728665945 59250.26212404274, 299087.27128171903 59247.452596890646, 299085.94315547997 59246.70108777199, 299082.8785550148 59250.92872654941, 299076.17403921275 59270.54520562434, 299070.031090257 59288.97522451515, 299066.6410950498 59300.2731435474, 299064.0641309117 59307.54623973549, 299061.5220298309 59314.466184677265, 299059.0501013507 59320.82121413456, 299057.63801727816 59324.21120934031, 299040.0560785499 59319.05623926726, 299044.7161197056 59296.38913099245, 299045.1400946745 59290.952224076784, 299044.151018185 59288.833186389136, 299042.1030646744 59287.5622288682, 299039.8440724618 59287.28016179892, 299038.0781116058 59287.77412333445, 299036.9490805878 59290.03415734599, 299033.7710356564 59299.355207046094, 299030.6640749023 59307.61615188375, 299027.8391254046 59314.96020202363, 299008.70806883223 59309.9721430228, 299011.1731139964 59304.57716851208, 299012.6380507628 59301.44613475807, 299014.104029331 59295.251188873925, 299016.9680462894 59286.12612760515, 299018.76710286574 59279.198127323245, 299018.43402485584 59276.93413075569, 299016.9680462893 59275.33521120027, 299013.0380643577 59275.7351689844, 299010.9060599962 59277.866150150934, 299008.9750112112 59277.60011934325, 299006.8431184718 59283.39523767137, 299004.6450156858 59287.85819278826, 299000.51502695755 59298.44921401944, 298999.8490383701 59300.6471307695, 298998.6500765969 59305.51022970662, 298998.18409480574 59306.50924049196, 298986.5364475845 59302.72514762057, 298978.5000848322 59300.114157582946, 298978.63406761974 59298.24920722409, 298979.9660447944 59291.05517613592, 298982.5641053619 59283.195230876016, 298987.79002938874 59266.47818992048, 298993.8580618368 59249.65423435122, 298997.9261193383 59236.3471874233, 298991.6510665545 59230.141209628615, 298989.031053794 59228.624145707414, 298982.41213293985 59229.79616953608, 298978.34401962697 59234.07124737402, 298975.0340755073 59240.346169934935, 298972.4830633259 59247.930224506825, 298971.2420389197 59250.34424012183, 298965.79506747855 59260.13523417018, 298964.2780779698 59264.961200413716, 298958.90005129663 59278.682232201805, 298955.2111155983 59288.40420706524, 298952.7291225973 59293.36819306652, 298935.6290903017 59287.852146635094, 298935.90505540336 59281.30217054575, 298938.9390902314 59264.40913998356, 298941.11103642173 59252.48113722052, 298942.2140596727 59244.96615764014, 298942.28306024964 59241.173153665426, 298940.0080875832 59239.45024143257, 298933.94005513523 59236.48520718244, 298931.0440214629 59237.243246150945, 298928.2860633594 59240.76021060452, 298923.7010689351 59248.7582500366, 298918.5300812006 59257.790219127986, 298915.28911905474 59263.651231240336, 298912.6000499068 59269.71913346362, 298911.2900807347 59273.51122586291, 298909.3591063645 59279.647161279834, 298909.01510806975 59282.61213971913, 298901.13521979837 59281.77120331996, 298892.2251039812 59280.82015249194, 298891.8800824902 59276.889203175335, 298891.88008249085 59264.47821497365, 298893.36304610106 59249.30913844502, 298894.6730152727 59235.933146750875, 298899.1890649305 59211.456136029825, 298900.2921439927 59204.28521055493, 298899.53410502564 59201.527196641015, 298897.6031306553 59199.458146701276, 298891.74303011637 59199.390243732916, 298889.3980894897 59202.630145478186, 298888.29506623896 59207.25018899564, 298887.1921174013 59216.834218514356, 298886.2960586751 59226.41819222365, 298885.6060529009 59235.933146750875, 298884.3300352124 59251.10222328232, 298883.779090996 59255.03213079965, 298882.46904740867 59261.51414810838, 298878.19409979647 59279.647161279834, 298860.2670651635 59277.57915314079, 298860.6811058351 59264.20316144665, 298860.4740854993 59253.72216162626, 298858.75007565407 59244.069187341316, 298856.26808265346 59236.48520718244, 298851.71703971317 59233.31320840694, 298849.72212493303 59233.836247295905, 298844.27204669826 59238.44817966239, 298845.29008891963 59239.651234217796, 298846.98909558856 59242.44119043245, 298849.59606725886 59251.70122047413, 298853.0890703381 59250.26024508529, 298853.8660663262 59257.24718142141, 298856.2500372076 59257.4691404091, 298856.47205200646 59259.02112320004, 298853.8660663254 59258.91017161302, 298853.94909398083 59265.177243472084, 298856.5550238522 59265.953141850216, 298856.38902435073 59266.896193150336, 298853.7270791813 59266.67417835182, 298854.0040860842 59273.21721531332, 298857.0541013637 59273.550237512514, 298857.11006085057 59275.60215358198, 298852.23003268294 59275.21413927674, 298851.83208408416 59280.21116519171, 298854.5860796308 59280.37119295261, 298852.53513094934 59295.95417992839, 298858.1750956472 59296.69618263387, 298854.1340505048 59328.84514971278, 298820.8990824235 59334.526209661046, 298809.02069533593 59285.73757380233, 298807.92810867797 59281.20816679434, 298809.0650834132 59280.93123430564, 298805.95605766284 59268.155207193806, 298805.1910609681 59268.34113110086, 298804.23111764167 59260.08115364098, 298802.02704311634 59253.454121638686, 298798.14010980603 59236.86419875844, 298790.6031222214 59237.95421812968, 298790.6031222219 59239.37623650019, 298801.7610867258 59284.61224489123, 298802.85311527626 59284.343163102945, 298803.91614088893 59288.653234226476, 298792.35408861446 59296.01519957974, 298791.3090340346 59294.690235945476, 298791.73605998594 59294.35421857368, 298790.1480607159 59292.33911893927, 298789.92310655524 59292.501211693714, 298785.7070577909 59285.13113518807, 298778.9190864502 59274.16623835502, 298769.46202618023 59258.889205407715, 298768.1831435434 59259.681140048866, 298767.4121192973 59258.743204724284, 298767.57311444246 59256.01212875583, 298763.29511584766 59246.413234995816, 298760.06209741894 59247.8542103875, 298760.4030447319 59251.072234353465, 298761.5280759852 59251.434147872824, 298765.3520362707 59258.881224484845, 298765.3840343817 59260.43015629379, 298770.1231406366 59267.01713484861, 298775.09103338496 59273.92221555192, 298775.1720518573 59274.977130014486, 298775.8100607016 59275.69712471681, 298776.3460662662 59275.80015119461, 298782.18812135875 59285.71013355942, 298783.25103534956 59287.059188796855, 298783.4280481544 59287.83624059875, 298789.4271358365 59297.92124518962, 298762.4370455776 59315.24915240565, 298755.58811039454 59303.81120443154, 298751.6001039818 59298.1881875699, 298748.1390245981 59292.325222082836, 298744.1741237968 59286.1731945949, 298738.16711100115 59277.71521952522, 298732.3760854542 59269.593131600646, 298726.5131199691 59259.8371308393, 298723.96614475833 59261.61522121287, 298729.2521210521 59271.22723047491, 298730.3581208726 59271.08323897702, 298731.55903601804 59273.101203558756, 298732.85711752134 59273.00519062039, 298735.019129413 59276.177189397305, 298734.39509183675 59276.70620002643, 298736.60508229263 59279.397166737996, 298737.13409292075 59280.69519242682, 298738.76811737893 59281.70413751259, 298739.2480518363 59282.85720432009, 298738.72008300654 59283.38621494921, 298737.61408318667 59282.569165510664, 298737.18205287965 59282.66517844762, 298741.91609896906 59288.91316306166, 298747.49108145654 59297.85217019811, 298755.3720673356 59310.4432407934, 298757.4150350933 59313.23022043766, 298759.8661089899 59317.17123427429, 298748.28309051186 59324.860194282846, 298746.7940621414 59323.85117478547, 298730.5020565603 59334.710124383986, 298720.25763812254 59318.09782143406, 298675.0115093985 59363.982870575615, 298665.23210536665 59374.07719554779, 298655.361078837 59386.74318264804, 298637.97604011075 59405.60820841657, 298636.04811672494 59407.29821096665, 298627.1270434144 59419.14915781248, 298614.6590353243 59435.251165307534, 298604.25808659283 59448.53419504816, 298602.78505727864 59450.67114795486, 298579.9390793078 59482.385167302105, 299005.254430176 59692.41751086594))",complex,complex,635,M,40.702249,-74.01309950000001
4,620,BOROUGH HALL,620c,0.0213185497527743,0.0135280493969581,0.0213336953312715,0.0135479990214085,8.425664353319553,8.806296753073351,9.177489130600444,8.86983752334082,5.891160669523669,5.330542513842774,7.990788508519732,7.782989613865924,8.24354550792826,7.823345765741899,5.812263117650271,5.234112123200586,25.0,12.654718399046626,14.131958196986895,13.573124652781887,13.22191013403912,13.116873782326937,11.19266047726984,10.881443822497953,8.523039732079857,4.180951735989494,11.9573981399602,4.0583719391081825,5.5044034221158045,6.304403577871947,7.687791615668818,18.748329422806023,6.850235086594142,6.594844735410101,6.8033275029092275,3.767297055566241,1.3785260015272944,4.9919733801412205,4.432310755517364,6.475681786152337,3.676315927637936,4.6694149098354,2.0309356891599153,4.044075734866439,6.216408589291028,6.132828170440508,3.692963422588218,3.2188758248682006,"POLYGON ((299907.43438462145 58115.42587894805, 300823.4667257892 58811.66683097588, 301032.3546363286 58806.695655445816, 300895.76838416734 58075.224482872145, 299907.43438462145 58115.42587894805))",complex,complex,620,Bk,40.693241,-73.990642
5,617,ATLANTIC AV-BARCLAYS CTR,617c,0.0220475996248013,0.0142038244364447,0.0220261831608807,0.0142192312919167,9.566487426605867,9.101445841259071,9.535825687098306,9.300153653296501,6.637421844864969,6.335142900050929,9.133621301562778,8.745612799830791,9.18422737611893,8.454240079519678,6.84401643801513,6.499505046011883,190.0,12.133624206054167,13.088209059147067,12.313558805102819,12.404486481940427,11.086846810730876,11.108290303785035,9.704837826871872,8.931526986918083,8.785724313717166,10.9403814748967,3.833589084860203,4.987899320977636,5.519596492119091,5.6530171924753025,17.665654139380226,6.210159812471404,5.948053348251781,6.189420159413127,2.324100103629595,0.2487856326278655,4.300591330021182,4.475856080676746,5.444484486444296,4.5159039493504345,3.906209949716729,1.6171898255895636,3.4727047234752675,5.534621617443688,5.468901900183567,2.779585426043426,2.9444389791664403,"POLYGON ((301731.66481573094 57005.180684608385, 301405.2306778518 57338.353570351996, 301437.5150986131 57409.154120502026, 301850.5068979777 57768.40066412012, 302045.9157947997 57559.00160577901, 302106.36228827137 57402.765263818525, 301731.66481573094 57005.180684608385))",complex,complex,617,Bk,40.68416166666667,-73.97778866666665
6,626,BOTANIC GARDEN,626c,0.0197585409872966,0.0127330754613986,0.01955779890373,0.012702112393104,6.50664318275545,6.011634753897365,6.65846023893506,5.8592893772545995,4.709079649378603,3.469634543215384,6.401502517061281,5.186687237876615,6.064075864117645,4.815228497753646,5.058631492364511,3.411560168697702,209.0,12.648755012920578,13.441293142365868,11.931564114199944,13.163653717857047,10.996669116461382,9.572250283045149,8.903121156578061,7.60463880861801,8.895863640832482,11.023036949783592,3.932900784183135,4.876281328895486,6.321809745900655,6.369799989203888,17.306633383116793,7.10422543699545,6.9166304127532205,7.099678503557702,1.7086505887536403,-inf,5.223029825809079,4.900024944540484,5.594086341541125,6.531442883778978,3.888261807096216,2.4598315872707035,4.205547378137077,6.309560451657089,6.256904599379274,3.3393701572599155,2.772588722239781,"POLYGON ((303834.7896756554 55817.875540819485, 303851.0913805926 56084.64079692023, 303298.5073768223 56265.63620560318, 303158.220298341 55553.386708010075, 303654.10857582104 55293.2883485472, 303728.47512510745 55391.90023456966, 303834.7896756554 55817.875540819485))",complex,complex,626,Bk,40.6705125,-73.958688
7,604,161 ST-YANKEE STADIUM,604c,0.0174779833683174,0.0113982111710493,0.0176144621647825,0.0114753311304129,8.557024295166347,8.435679402232692,8.004674468499774,8.643706892544078,6.971809307772243,7.066872178131498,8.242641207507381,7.961391993671744,7.372000170984334,7.774146481568862,6.945564740377684,6.259836371025263,409.0,13.729696519352563,14.279947291952356,13.386567893460017,13.729838992320325,11.771359365393824,11.222150286482156,12.12702782586837,10.451270829415241,10.331977737167179,12.190207777652361,3.871052060852249,5.091335826615765,6.8341680146482275,6.875931874695311,18.746089087807956,7.716520951869724,7.418550294277177,7.688794920441104,4.117306422160996,2.137626520574284,6.221433139102991,7.225079509062991,4.353765922420371,6.545243839246877,3.578778127058636,3.065474600257843,3.7066141738004785,6.796362797466005,6.753541202841703,3.624315646354503,3.4657359027997265,"POLYGON ((305680.4194720359 72998.890471009, 305679.9399192192 73005.33275801167, 305683.8216063111 73006.91459950621, 305680.62888319104 73057.17976215048, 305676.82985166734 73058.7867928512, 305674.82889073115 73097.96580070279, 305674.64382258203 73105.93963691288, 305673.96546263684 73121.61528818443, 305673.2407612361 73131.75044796277, 305672.330991683 73143.46411919099, 305671.6167826914 73158.56157203788, 305670.8961182662 73175.65624651022, 305655.1729163122 73321.26169665718, 305653.177815496 73354.68173288152, 305651.05481524824 73389.25070593195, 305646.6882451434 73450.38382228478, 305645.5271973974 73458.1462477253, 305644.4337549853 73465.86581057191, 305624.01771381125 73666.07464165965, 305616.0478587608 73748.87499973451, 305611.2695548101 73798.51738983809, 305605.2988189474 73830.50005976103, 305600.1425652262 73972.64887677507, 305603.1259611841 73984.05171984476, 305603.6691105162 73989.66504425574, 305603.66911051684 73995.09731888828, 305605.8420984946 74002.52142011795, 305607.90084207046 74012.5466700958, 305610.15687592863 74026.17655713306, 305611.6248350252 74039.91368220729, 305612.29985423805 74053.71251760743, 305612.179696433 74067.52733108334, 305634.27091313497 74192.65030677107, 305636.1942042194 74211.88316198261, 305638.9790444667 74239.709388924, 305651.3092002257 74293.54051778132, 305679.93381723936 74381.81266443859, 305697.05003408616 74420.87372249301, 306567.1338187666 73766.60166152898, 306968.5789300832 73105.15679476736, 306654.8101572998 72826.1236368468, 305680.4194720359 72998.890471009))",complex,complex,604,Bx,40.8279495,-73.925741
8,603,149 ST-GRAND CONCOURSE,603c,0.0170635185435353,0.0112238051329283,0.0172071291236174,0.0113105361592518,7.650561293927319,7.73440572677109,8.26226868320263,8.145585884026696,5.979075620295167,5.39725731440294,7.256473653204413,6.886148525228078,7.382435456111774,7.2698343443171245,5.858825613266479,5.157977131994183,401.0,13.205102019801856,13.810941435507551,13.261530652513237,12.898270113695705,12.163811905695677,11.484353227355404,11.743465314152814,10.788234716513683,10.356174324702492,11.191069612591264,3.246916696657422,4.357302812770405,6.04151198579222,6.135283065728908,17.610010330442645,6.809886026417842,6.452702222405484,6.779832249913988,3.2901298205522593,0.4407438382811592,5.32883358159722,6.236767096519174,3.528502407316519,5.769976599372961,2.6715781664243745,2.2461738696531888,2.835966824455098,5.925850237995177,5.888185200164907,2.6280538356922634,2.9444389791664403,"POLYGON ((306240.5681101159 71941.75956522944, 305707.8099298726 72322.97027873468, 305704.06243923213 72488.5288694755, 305703.9729003376 72492.48670092672, 305703.8648136862 72497.24171321989, 305704.52665368194 72502.8335319195, 305705.09986635693 72506.99832789892, 305700.4908547413 72602.10275956034, 305697.86085188796 72676.8897302779, 305702.87091887626 72679.66482225692, 305700.73554727144 72727.25431030263, 305697.24838570785 72727.6194050264, 305693.3388304721 72789.95771535112, 305697.3068380746 72791.71379771728, 305694.40392109717 72839.33675355828, 305690.17585442885 72841.0827714044, 305687.6249166603 72890.10873279381, 305690.9229173042 72893.64381710615, 305688.0108473597 72939.19279306651, 305684.82288673957 72939.73575636148, 305680.4194720359 72998.890471009, 306654.8101572998 72826.1236368468, 306497.4247165936 71980.27164393202, 306240.5681101159 71941.75956522944))",complex,complex,603,Bx,40.8183925,-73.92703449999999
9,628,FULTON ST,628c,0.0239064658533836,0.0150639825199678,0.0240635677903178,0.0151667521479398,9.435338203050573,9.604897874523248,9.832081503820612,9.11233882368665,7.433947233628593,6.9530870889802205,8.823767550459218,8.679790242862413,8.524838888441785,8.198776959594595,7.518505420103198,6.9641946843974685,252.0,11.953408262590466,13.940214561756195,13.34699816666363,12.968686386983569,13.121086530551752,11.190347809254993,9.652909733181566,8.40613674941698,3.225596002413229,10.344727234968612,2.5627785211183074,4.783836963450972,6.059698463464312,6.256344700277841,18.59207272533207,6.65481609475362,6.362753130965232,6.537215538502666,4.456130482178552,3.1689604607267334,4.356586773097754,4.290166439516694,6.132097676843412,3.5477701003852875,5.105493988797977,1.9021478053910046,3.604791196621023,6.026489530490545,5.9072580649662685,3.8407774801701273,2.3978952727983707,"POLYGON ((299326.2589256195 60538.959822837176, 299129.85080430645 60363.115661444805, 299114.927397351 60314.28615543648, 299156.02107809053 60228.433807102934, 299885.9684898505 59858.00143147441, 299539.12578165275 60463.579856652395, 299326.2589256195 60538.959822837176))",complex,complex,628,M,40.71008875,-74.00783824999999
