,complex_id,Stop Name,Complex_id,exits_weekday_evening,entries_weekday_evening,exits_weekday_morning,entries_weekday_morning,exits_weekday_overnight,entries_weekday_overnight,exits_weekend_evening,entries_weekend_evening,exits_weekend_morning,entries_weekend_morning,exits_weekend_overnight,entries_weekend_overnight,cs_ibx_peak,cs_ibx_offpeak,cs_noibx_peak,cs_noibx_offpeak,VoroID,lotarea,bldgarea,comarea,resarea,officearea,retailarea,garagearea,strgearea,factryarea,otherarea,numbldgs,numfloors,unitsres,unitstotal,assesstot,Total_pop_Num,Employment_est,housed_pop_Num,group_house_pop_num,industrial_pop_num,under18_num,hispanic_num,white_num,black_num,asian_num,other_num,multirace_num,total_houses,occupied_homes_num,vacant_homes_num,Bus_Stops,geometry,Complex ID,boro,lat,long
0,614,59 ST-COLUMBUS CIRCLE,614c,10926.175,15541.2,25226.7,12127.425,892.4,679.5,9207.0625,8656.6875,13438.0,6768.75,992.0,907.375,0.0224812601121445,0.0138058128361527,0.0226490776866878,0.013906822376961,312.0,2677346.1621190943,1845464.444146059,787717.4228260542,932497.4609021338,341949.6480190313,109695.57850130452,62354.98029980338,8129.939128854057,0.0,265587.2768770609,21.44757760354368,171.54860130062838,921.70247508183,1013.339614287114,503603756.1376704,1324.9511764863555,1124.2180225180143,1199.154902169128,125.79627431722778,0.0,119.81076310730278,152.07222009078515,804.3719096414483,62.600267855697695,241.07099442681488,12.78045510042987,52.05532937117985,871.0148567351177,718.4341997693436,152.58065696577412,11.0,"POLYGON ((301824.55302342365 66708.9891932036, 301990.53770749987 66931.64316344814, 302004.61074550473 66977.0764316479, 301852.5577309824 67125.10550511187, 300783.94747132005 67022.52279832093, 301339.4120042884 66501.12327443065, 301824.55302342365 66708.9891932036))",614,M,40.7682715,-73.9818325
1,611,42 ST-PORT AUTHORITY BUS TERMINAL,611c,47538.8,32175.925,51746.825,35712.75,3820.075,4421.525,36982.0625,23756.8125,32989.3125,18093.75,4894.6875,5036.875,0.0254195334756749,0.0163408916464473,0.0256035653969537,0.0164657580607552,298.0,185364.7856228356,2245109.802208668,1753553.7965231778,190274.56644982187,1425701.636550323,173167.90193487814,62333.55130706707,13464.031029697013,11453.470977245042,67433.20472396747,22.968558804242576,220.71387761334373,290.92594955318566,638.2290772000786,324833677.6667046,402.4104826562708,325.7347221814646,364.24500669963663,38.16547595663417,0.7788122335589696,26.59284166496301,69.73839885339945,186.0404728681804,47.0116471452652,81.63776804002998,4.111086298265388,13.871109451130346,272.1674956168682,235.26499299327688,36.90250262359132,18.0,"POLYGON ((300819.9556917906 65186.39254541153, 300942.409272665 65082.23773349828, 301154.70451022236 65068.28453005763, 301296.2669081542 65534.34116833897, 301042.6740649856 65810.50730247206, 300453.9576604773 65994.69061570062, 300819.9556917906 65186.39254541153))",611,M,40.755746,-73.9875808
2,601,14 ST,601c,8016.6,8628.425,13483.025,7083.525,697.075,459.025,6736.9375,5749.5,8523.25,3904.25,1071.5,849.1875,0.0242715164609495,0.0149465240617833,0.0243960606061113,0.0150190303651145,347.0,178592.35333371256,1029565.8118747508,425530.1783062778,577952.5972828869,244105.75514628136,101553.94462466853,12811.263003516904,3246.4313652796486,42.00799403056283,63770.77617250088,46.20126753481488,220.42926261344653,599.1546475060753,697.5666281062015,154463693.30516788,878.9171737201698,745.7628986315956,844.8212597747113,34.0959139454585,0.0,83.45485971418742,63.97419676310561,679.157770203746,20.200743426229703,69.9433084878997,8.442910850072279,37.19824398911642,575.8567357042782,504.2829047863087,71.57383091796952,12.0,"POLYGON ((300018.70311794337 63592.29452049797, 299892.33900859486 63304.23260125329, 299964.53697471065 63191.963114732804, 300337.1035459967 62944.045237227314, 300432.3049988363 63029.569311247455, 300564.10942463105 63493.970528251564, 300466.8266844581 63617.55631208412, 300018.70311794337 63592.29452049797))",601,M,40.737796333333335,-73.997732
3,635,SOUTH FERRY,635c,6610.825,6476.9,8226.1,5440.325,1056.0,509.875,4171.125,3599.375,3936.9375,2295.0625,1291.6875,506.0,0.0203503773124833,0.0127168138648591,0.0204540757961578,0.0127779483004563,232.0,208843.30553018145,1548485.0644455713,1438513.728449298,79228.06172764338,1306674.600556901,41442.23157310577,14859.666673500373,4557.337107836836,0.0,70979.89253795423,6.891635592151527,86.19443367306447,72.70945952359489,177.76224102782345,138000893.1914663,136.11889543508713,109.57052256898282,124.77702988266007,11.341865552427056,0.0,21.06896753268535,15.065982169398971,77.5027479415849,10.194176776288606,24.101464298907494,2.16035534331944,7.094168905587725,75.88798436941613,61.03003844877417,14.857945920641962,28.0,"POLYGON ((299005.254430176 59692.41751086594, 299201.29957761226 59567.8475004822, 299276.0545910195 59481.90211670266, 299230.0563588429 59444.730531242174, 299227.3815400161 59443.50693836447, 299214.8136308469 59438.757842000625, 299264.759054225 59351.00220438106, 299344.55702212197 59396.31722205975, 299358.4260451721 59371.89421745347, 299278.5770663336 59326.55122002719, 299294.365008652 59298.74914050119, 299271.45302181283 59285.73824353085, 299189.9569030094 59428.46795648013, 299065.61525793915 59385.928570279466, 299055.0641599332 59385.62017918242, 299061.24210217106 59366.11628880788, 299045.8530200255 59363.25519260817, 299052.61807178915 59340.44519044276, 299059.47011376487 59342.70016428957, 299063.7201326157 59330.73119650503, 299064.6740483915 59326.04713816081, 299061.1430382534 59324.54612910623, 299062.4102936682 59320.65820980326, 299062.45142612327 59318.9754068287, 299063.68952977087 59319.05214648597, 299065.62275517144 59314.56359287925, 299065.31923820724 59313.57421873091, 299067.17315665964 59308.52238675589, 299069.0411580045 59306.744612642266, 299067.85151661 59305.63946858628, 299068.650892673 59303.55432657553, 299069.7762773946 59303.4423331864, 299070.9552403481 59301.132981155475, 299069.6182030055 59300.35183657512, 299070.03443889733 59298.631603252084, 299071.0719218315 59299.21841511807, 299072.87780591194 59296.12925796526, 299071.3186979583 59294.87554593485, 299073.8655429448 59288.250895186036, 299075.733004786 59288.38951025784, 299076.69209234876 59287.38452772952, 299076.62887747644 59286.16733447499, 299074.8069013214 59284.15882049701, 299077.16817586974 59278.46399392322, 299078.36933286116 59279.054693932216, 299080.08817091776 59275.6834697087, 299078.4790752201 59274.56809369737, 299088.4728665945 59250.26212404274, 299087.27128171903 59247.452596890646, 299085.94315547997 59246.70108777199, 299082.8785550148 59250.92872654941, 299076.17403921275 59270.54520562434, 299070.031090257 59288.97522451515, 299066.6410950498 59300.2731435474, 299064.0641309117 59307.54623973549, 299061.5220298309 59314.466184677265, 299059.0501013507 59320.82121413456, 299057.63801727816 59324.21120934031, 299040.0560785499 59319.05623926726, 299044.7161197056 59296.38913099245, 299045.1400946745 59290.952224076784, 299044.151018185 59288.833186389136, 299042.1030646744 59287.5622288682, 299039.8440724618 59287.28016179892, 299038.0781116058 59287.77412333445, 299036.9490805878 59290.03415734599, 299033.7710356564 59299.355207046094, 299030.6640749023 59307.61615188375, 299027.8391254046 59314.96020202363, 299008.70806883223 59309.9721430228, 299011.1731139964 59304.57716851208, 299012.6380507628 59301.44613475807, 299014.104029331 59295.251188873925, 299016.9680462894 59286.12612760515, 299018.76710286574 59279.198127323245, 299018.43402485584 59276.93413075569, 299016.9680462893 59275.33521120027, 299013.0380643577 59275.7351689844, 299010.9060599962 59277.866150150934, 299008.9750112112 59277.60011934325, 299006.8431184718 59283.39523767137, 299004.6450156858 59287.85819278826, 299000.51502695755 59298.44921401944, 298999.8490383701 59300.6471307695, 298998.6500765969 59305.51022970662, 298998.18409480574 59306.50924049196, 298986.5364475845 59302.72514762057, 298978.5000848322 59300.114157582946, 298978.63406761974 59298.24920722409, 298979.9660447944 59291.05517613592, 298982.5641053619 59283.195230876016, 298987.79002938874 59266.47818992048, 298993.8580618368 59249.65423435122, 298997.9261193383 59236.3471874233, 298991.6510665545 59230.141209628615, 298989.031053794 59228.624145707414, 298982.41213293985 59229.79616953608, 298978.34401962697 59234.07124737402, 298975.0340755073 59240.346169934935, 298972.4830633259 59247.930224506825, 298971.2420389197 59250.34424012183, 298965.79506747855 59260.13523417018, 298964.2780779698 59264.961200413716, 298958.90005129663 59278.682232201805, 298955.2111155983 59288.40420706524, 298952.7291225973 59293.36819306652, 298935.6290903017 59287.852146635094, 298935.90505540336 59281.30217054575, 298938.9390902314 59264.40913998356, 298941.11103642173 59252.48113722052, 298942.2140596727 59244.96615764014, 298942.28306024964 59241.173153665426, 298940.0080875832 59239.45024143257, 298933.94005513523 59236.48520718244, 298931.0440214629 59237.243246150945, 298928.2860633594 59240.76021060452, 298923.7010689351 59248.7582500366, 298918.5300812006 59257.790219127986, 298915.28911905474 59263.651231240336, 298912.6000499068 59269.71913346362, 298911.2900807347 59273.51122586291, 298909.3591063645 59279.647161279834, 298909.01510806975 59282.61213971913, 298901.13521979837 59281.77120331996, 298892.2251039812 59280.82015249194, 298891.8800824902 59276.889203175335, 298891.88008249085 59264.47821497365, 298893.36304610106 59249.30913844502, 298894.6730152727 59235.933146750875, 298899.1890649305 59211.456136029825, 298900.2921439927 59204.28521055493, 298899.53410502564 59201.527196641015, 298897.6031306553 59199.458146701276, 298891.74303011637 59199.390243732916, 298889.3980894897 59202.630145478186, 298888.29506623896 59207.25018899564, 298887.1921174013 59216.834218514356, 298886.2960586751 59226.41819222365, 298885.6060529009 59235.933146750875, 298884.3300352124 59251.10222328232, 298883.779090996 59255.03213079965, 298882.46904740867 59261.51414810838, 298878.19409979647 59279.647161279834, 298860.2670651635 59277.57915314079, 298860.6811058351 59264.20316144665, 298860.4740854993 59253.72216162626, 298858.75007565407 59244.069187341316, 298856.26808265346 59236.48520718244, 298851.71703971317 59233.31320840694, 298849.72212493303 59233.836247295905, 298844.27204669826 59238.44817966239, 298845.29008891963 59239.651234217796, 298846.98909558856 59242.44119043245, 298849.59606725886 59251.70122047413, 298853.0890703381 59250.26024508529, 298853.8660663262 59257.24718142141, 298856.2500372076 59257.4691404091, 298856.47205200646 59259.02112320004, 298853.8660663254 59258.91017161302, 298853.94909398083 59265.177243472084, 298856.5550238522 59265.953141850216, 298856.38902435073 59266.896193150336, 298853.7270791813 59266.67417835182, 298854.0040860842 59273.21721531332, 298857.0541013637 59273.550237512514, 298857.11006085057 59275.60215358198, 298852.23003268294 59275.21413927674, 298851.83208408416 59280.21116519171, 298854.5860796308 59280.37119295261, 298852.53513094934 59295.95417992839, 298858.1750956472 59296.69618263387, 298854.1340505048 59328.84514971278, 298820.8990824235 59334.526209661046, 298809.02069533593 59285.73757380233, 298807.92810867797 59281.20816679434, 298809.0650834132 59280.93123430564, 298805.95605766284 59268.155207193806, 298805.1910609681 59268.34113110086, 298804.23111764167 59260.08115364098, 298802.02704311634 59253.454121638686, 298798.14010980603 59236.86419875844, 298790.6031222214 59237.95421812968, 298790.6031222219 59239.37623650019, 298801.7610867258 59284.61224489123, 298802.85311527626 59284.343163102945, 298803.91614088893 59288.653234226476, 298792.35408861446 59296.01519957974, 298791.3090340346 59294.690235945476, 298791.73605998594 59294.35421857368, 298790.1480607159 59292.33911893927, 298789.92310655524 59292.501211693714, 298785.7070577909 59285.13113518807, 298778.9190864502 59274.16623835502, 298769.46202618023 59258.889205407715, 298768.1831435434 59259.681140048866, 298767.4121192973 59258.743204724284, 298767.57311444246 59256.01212875583, 298763.29511584766 59246.413234995816, 298760.06209741894 59247.8542103875, 298760.4030447319 59251.072234353465, 298761.5280759852 59251.434147872824, 298765.3520362707 59258.881224484845, 298765.3840343817 59260.43015629379, 298770.1231406366 59267.01713484861, 298775.09103338496 59273.92221555192, 298775.1720518573 59274.977130014486, 298775.8100607016 59275.69712471681, 298776.3460662662 59275.80015119461, 298782.18812135875 59285.71013355942, 298783.25103534956 59287.059188796855, 298783.4280481544 59287.83624059875, 298789.4271358365 59297.92124518962, 298762.4370455776 59315.24915240565, 298755.58811039454 59303.81120443154, 298751.6001039818 59298.1881875699, 298748.1390245981 59292.325222082836, 298744.1741237968 59286.1731945949, 298738.16711100115 59277.71521952522, 298732.3760854542 59269.593131600646, 298726.5131199691 59259.8371308393, 298723.96614475833 59261.61522121287, 298729.2521210521 59271.22723047491, 298730.3581208726 59271.08323897702, 298731.55903601804 59273.101203558756, 298732.85711752134 59273.00519062039, 298735.019129413 59276.177189397305, 298734.39509183675 59276.70620002643, 298736.60508229263 59279.397166737996, 298737.13409292075 59280.69519242682, 298738.76811737893 59281.70413751259, 298739.2480518363 59282.85720432009, 298738.72008300654 59283.38621494921, 298737.61408318667 59282.569165510664, 298737.18205287965 59282.66517844762, 298741.91609896906 59288.91316306166, 298747.49108145654 59297.85217019811, 298755.3720673356 59310.4432407934, 298757.4150350933 59313.23022043766, 298759.8661089899 59317.17123427429, 298748.28309051186 59324.860194282846, 298746.7940621414 59323.85117478547, 298730.5020565603 59334.710124383986, 298720.25763812254 59318.09782143406, 298675.0115093985 59363.982870575615, 298665.23210536665 59374.07719554779, 298655.361078837 59386.74318264804, 298637.97604011075 59405.60820841657, 298636.04811672494 59407.29821096665, 298627.1270434144 59419.14915781248, 298614.6590353243 59435.251165307534, 298604.25808659283 59448.53419504816, 298602.78505727864 59450.67114795486, 298579.9390793078 59482.385167302105, 299005.254430176 59692.41751086594))",635,M,40.702249,-74.01309950000001
4,620,BOROUGH HALL,620c,4562.675,6676.15,9676.825,7114.125,361.825,206.55,2953.625,2399.4375,3803.0,2498.25,334.375,187.5625,0.0213185497527743,0.0135280493969581,0.0213336953312715,0.0135479990214085,124.0,380944.8261310063,1555869.8269722618,869444.2520305983,643884.5057070388,539070.3971974547,78821.39351726763,59218.96246821406,5218.303634857563,79.77504484252668,186141.0278968754,69.03943547074356,287.17594134260014,632.0921256398035,2423.198153956261,156439505.54195398,1095.319367995103,828.0421645232045,1047.101041388917,48.21832660618581,1.0471241925651371,174.02242864918594,97.32477699020636,751.4144313046347,44.64362618024022,125.09136756108504,8.808422491222238,68.03674346771439,580.6815376857548,532.7145229771227,47.96701470863218,35.0,"POLYGON ((301032.3546363286 58806.695655445816, 300823.4667257892 58811.66683097588, 299907.43438462145 58115.42587894805, 300895.76838416734 58075.224482872145, 301032.3546363286 58806.695655445816))",620,Bk,40.693241,-73.990642
5,617,ATLANTIC AV-BARCLAYS CTR,617c,14278.175,8968.25,13847.025,10939.7,763.125,564.05,9261.5,6283.0625,9742.25,4694.9375,938.25,664.8125,0.0220475996248013,0.0142038244364447,0.0220261831608807,0.0142192312919167,211.0,157155.71771419866,413027.4730515322,185485.5426487498,213102.92284628295,55565.600626719584,50591.21800336141,12417.198139943668,7171.85834621173,7471.98309166682,48125.58511690058,37.07818020036902,119.44065333370663,216.1120447384133,250.39348489340816,39458709.419596925,427.72290593581806,325.8199134771777,417.0728837048287,10.650022230989386,1.469418931331906,64.29910417047039,79.10560677505211,192.3523448896049,84.19248197227036,40.895487402795226,4.465999121839576,26.71098577425594,216.9363382482411,203.5312750814761,13.405063166764942,18.0,"POLYGON ((302045.9157947997 57559.00160577901, 301850.5068979777 57768.40066412012, 301437.5150986131 57409.154120502026, 301405.2306778518 57338.353570351996, 301731.66481573094 57005.180684608385, 302106.36228827137 57402.765263818525, 302045.9157947997 57559.00160577901))",617,Bk,40.68416166666667,-73.97778866666665
6,626,BOTANIC GARDEN,626c,669.575,408.15,779.35,350.475,110.95,32.125,602.75,178.875,430.125,123.375,157.375,30.3125,0.0197585409872966,0.0127330754613986,0.01955779890373,0.012702112393104,206.0,491494.8376504439,742769.5779372617,174824.7487180839,555279.9202980034,65407.43482199988,12380.516704725913,8958.99497011284,1776.85071210789,7584.590092328687,78551.28652720623,43.77514238157427,107.26623870330752,573.8325698308643,599.7840478429146,35072055.22844298,1284.0329518795688,1087.0643050792912,1279.531217271503,4.501734608065892,0.0,206.31730993900572,131.4301667277553,229.22410122640864,808.0373307602382,37.58999319023415,12.702622529399145,65.04873744553349,561.2927926777071,536.3391100248233,24.953682652883693,19.0,"POLYGON ((303851.0913805926 56084.64079692023, 303834.7896756554 55817.875540819485, 303728.47512510745 55391.90023456966, 303654.10857582104 55293.2883485472, 303158.220298341 55553.386708010075, 303298.5073768223 56265.63620560318, 303851.0913805926 56084.64079692023))",626,Bk,40.6705125,-73.958688
7,604,161 ST-YANKEE STADIUM,604c,5203.175,4608.6,2994.925,5674.325,1066.15,1172.475,3799.5625,2868.0625,1590.8125,2378.3125,1038.5333333333333,523.1333333333333,0.0174779833683174,0.0113982111710493,0.0176144621647825,0.0114753311304129,418.0,1377766.105305537,2214920.850855166,1189169.3564205633,981390.531287947,205699.1090964996,216347.9622203091,353724.699339276,138271.45020126825,83353.10024966781,191773.03531354247,53.25089048286031,172.01376918226762,996.1799075856574,1050.552555618034,142478203.405712,2032.23909300573,1365.9966887472956,1958.3651945352556,73.87389847047463,3.726132952891713,456.56982759896647,1249.3700432386615,84.1190435166093,601.0323793825052,41.32114427040924,18.798338588046928,37.59814400949798,807.2247063728955,774.3348964934684,32.88980987942715,76.0,"POLYGON ((305680.4194720359 72998.890471009, 305679.9399192192 73005.33275801167, 305683.8216063111 73006.91459950621, 305680.62888319104 73057.17976215048, 305676.82985166734 73058.7867928512, 305674.82889073115 73097.96580070279, 305674.64382258203 73105.93963691288, 305673.96546263684 73121.61528818443, 305673.2407612361 73131.75044796277, 305672.330991683 73143.46411919099, 305671.6167826914 73158.56157203788, 305670.8961182662 73175.65624651022, 305655.1729163122 73321.26169665718, 305653.177815496 73354.68173288152, 305651.05481524824 73389.25070593195, 305646.6882451434 73450.38382228478, 305645.5271973974 73458.1462477253, 305644.4337549853 73465.86581057191, 305624.01771381125 73666.07464165965, 305616.0478587608 73748.87499973451, 305611.2695548101 73798.51738983809, 305605.2988189474 73830.50005976103, 305600.1425652262 73972.64887677507, 305603.1259611841 73984.05171984476, 305603.6691105162 73989.66504425574, 305603.66911051684 73995.09731888828, 305605.8420984946 74002.52142011795, 305607.90084207046 74012.5466700958, 305610.15687592863 74026.17655713306, 305611.6248350252 74039.91368220729, 305612.29985423805 74053.71251760743, 305612.179696433 74067.52733108334, 305634.27091313497 74192.65030677107, 305636.1942042194 74211.88316198261, 305638.9790444667 74239.709388924, 305651.3092002257 74293.54051778132, 305679.93381723936 74381.81266443859, 305697.05003408616 74420.87372249301, 306567.1338187666 73766.60166152898, 306968.5789300832 73105.15679476736, 306654.8101572998 72826.1236368468, 305680.4194720359 72998.890471009))",604,Bx,40.8279495,-73.925741
8,603,149 ST-GRAND CONCOURSE,603c,2101.825,2285.65,3874.875,3448.125,395.075,220.8,1417.25,978.625,1607.5,1436.3125,350.3125,173.8125,0.0170635185435353,0.0112238051329283,0.0172071291236174,0.0113105361592518,410.0,1872051.1791072905,3197583.5248041227,1799968.7924162713,1309101.5823659226,465072.4796743724,345594.0161282895,429557.0557020791,211338.32276015505,144977.22346334884,190647.04081148453,80.18577304160318,239.4845359634835,1388.8278956456552,1501.8587133844417,134276400.08727095,2668.323775823987,1725.4126285528157,2576.217172342336,92.10660348165096,2.6681420160716285,631.7583087771036,1593.3506600198627,99.46995040551724,852.2360342109814,49.60972005342289,26.03961574091556,47.61779539328708,1059.2340171705162,1026.1390000518836,33.0950171186324,24.0,"POLYGON ((306240.5681101159 71941.75956522944, 305707.8099298726 72322.97027873468, 305704.06243923213 72488.5288694755, 305703.9729003376 72492.48670092672, 305703.8648136862 72497.24171321989, 305704.52665368194 72502.8335319195, 305705.09986635693 72506.99832789892, 305700.4908547413 72602.10275956034, 305697.86085188796 72676.8897302779, 305702.87091887626 72679.66482225692, 305700.73554727144 72727.25431030263, 305697.24838570785 72727.6194050264, 305693.3388304721 72789.95771535112, 305697.3068380746 72791.71379771728, 305694.40392109717 72839.33675355828, 305690.17585442885 72841.0827714044, 305687.6249166603 72890.10873279381, 305690.9229173042 72893.64381710615, 305688.0108473597 72939.19279306651, 305684.82288673957 72939.73575636148, 305680.4194720359 72998.890471009, 306654.8101572998 72826.1236368468, 306497.4247165936 71980.27164393202, 306240.5681101159 71941.75956522944))",603,Bx,40.8183925,-73.92703449999999
9,628,FULTON ST,628c,12523.2,14837.275,18621.675,9066.475,1692.475,1046.375,6793.8125,5882.8125,5038.375,3636.5,1841.8125,1058.0625,0.0239064658533836,0.0150639825199678,0.0240635677903178,0.0151667521479398,261.0,363572.8222533277,3046726.2247516164,1690084.3482830725,1134515.828742611,1387852.4117184395,177242.7008187923,29677.19966419442,13291.649396214869,19.175524941019187,77342.02017281963,32.72052163161764,328.6547918124038,1156.9096576546335,1427.5693700224426,315667903.6946879,2078.192227297831,1513.5243508486128,1852.7966405010795,225.39558679675145,80.91961971361012,207.4155799155589,196.71551769180488,1247.5197133734796,93.79083481201596,420.2120205962309,18.2843396666312,101.66980115766812,1106.562487695098,973.065152094027,133.497335601071,19.0,"POLYGON ((299326.2589256195 60538.959822837176, 299129.85080430645 60363.115661444805, 299114.927397351 60314.28615543648, 299156.02107809053 60228.433807102934, 299885.9684898505 59858.00143147441, 299539.12578165275 60463.579856652395, 299326.2589256195 60538.959822837176))",628,M,40.71008875,-74.00783824999999
