,closeness_centrality
E01-E-S,0.023363606656360357
F01,0.013412593952609164
F01-F-S,0.014338626422701372
F02,0.013763095886742467
F02-F-S,0.014739925157314905
F03,0.014140524796575706
F03-F-S,0.015173678576257187
F04,0.014438456985056145
F04-F-S,0.01551726862264109
F05,0.015549251419103812
F05-E-S,0.016363171531602418
F05-F-S,0.015980992115449243
F06,0.016115202510602267
F06-E-S,0.01698645583848087
F06-F-S,0.016587311299156596
F07,0.01638792657849208
F07-E-S,0.0172832480612687
F07-F-S,0.016910807558452895
F09-E-S,0.023009102193497187
F09-M-S,0.022335700498149456
F11-E-S,0.024713416264455296
F11-M-S,0.024290349752332692
F12,0.02303480438524306
F12-E-S,0.02506083852962267
F12-M-S,0.024668410659734158
F14,0.02322626444581078
F14-F-S,0.02612278356098857
F15-F-S,0.025794638350585257
F16,0.02265188953999668
F16-F-S,0.02539845074207515
F18,0.022056042508334272
F18-F-S,0.0246517313077852
F20,0.02171073056396581
F20-F-S,0.02375122891185517
F20-G-S,0.021292306480997027
F21,0.021164547123418632
F21-F-S,0.02309612648762061
F21-G-S,0.02090018491930515
F22,0.020690154456912406
F22-F-S,0.02252897200643963
F22-G-S,0.020545227479731015
F23-F-S,0.022103637959162748
F23-G-S,0.02026524546186253
F24,0.01971641262358967
F24-F-S,0.02137612423271486
F24-G-S,0.019595909604109053
F25,0.019316119995840965
F25-F-S,0.02090347119084956
F25-G-S,0.019155204642703195
F26,0.018698121993297172
F26-F-S,0.020183453889959003
F26-G-S,0.018480125036391133
F27,0.018006018393497764
F27-F-S,0.01969936483249221
F29,0.017631567287833463
F29-F-S,0.019255714668849157
F30,0.01739087928401129
F30-F-S,0.018974079546478274
F31,0.018279646640365153
F31-F-S,0.018807719195767843
F31-IBX-S,0.018585817105635068
F32,0.01694202067840042
F32-F-S,0.018444371089084484
F33,0.01657904185953515
F33-F-S,0.018014978746907242
F34,0.0161999227596444
F34-F-S,0.017568228241224337
F35,0.01586903529814666
F35-F-S,0.01717975441268473
F36,0.015482852427167031
F36-F-S,0.016728050555245656
F38,0.01516640491502354
F38-F-S,0.016359262289959056
F39,0.014783706974253713
F39-F-S,0.01591487962680394
G05,0.015446896992364043
G05-E-S,0.015731790225124793
G05-J-S,0.01510220025134908
G05-Z-S,0.015356122031058775
G06,0.015766527175371116
G06-E-S,0.0160609759724861
G06-J-S,0.015419100551276592
G06-Z-S,0.015671374252245362
G07,0.01509946884178323
G07-E-S,0.01630273323270903
G08,0.016858127363615714
G08-E-S,0.017615336966052286
G08-F-S,0.017264411853929185
G08-M-S,0.016558832157589288
G08-R-S,0.016588026745752285
G09,0.01610866118901961
G09-M-S,0.016957881276101244
G09-R-S,0.01689011189419427
G10,0.0165863388930417
G10-M-S,0.017480436175784857
G10-R-S,0.017432441747847024
G11,0.017033537721562703
G11-M-S,0.017970189195532643
G11-R-S,0.01794536483034452
G12,0.01754882364711773
G12-M-S,0.01853537681186246
G12-R-S,0.018538550839901764
G13,0.018050275760939594
G13-M-S,0.01908417244471905
G13-R-S,0.019116951210299805
G14-E-S,0.02058727507370154
G14-F-S,0.020521780334845866
G14-M-S,0.019797755349381427
G14-R-S,0.020013804975602095
G15,0.018599845643530573
G15-M-S,0.01953717898571202
G15-R-S,0.019743772703883642
G16,0.018859109276046584
G16-M-S,0.019810858607935314
G16-R-S,0.019937533129794575
G18,0.019173600655193274
G18-M-S,0.020146428431379176
G18-R-S,0.02021483879629644
G19,0.01950168941168237
G19-M-S,0.020487635277156798
G19-R-S,0.020523327886443912
G20,0.020047619806073946
G20-M-S,0.02106414464973594
G20-R-S,0.02105898887927126
G21,0.0214210047834299
G21-E-S,0.0224838973751265
G21-M-S,0.02179179085071906
G21-R-S,0.021858579348253145
G22-G-S,0.02029172484417182
G24,0.018331432706216472
G24-G-S,0.020139781636165463
G26,0.01822806225016263
G26-G-S,0.020015078737159006
G28,0.01824936162612396
G28-G-S,0.020040761987975778
G29-G-S,0.02029922302717838
G30,0.018336985793392328
G30-G-S,0.020146482666702537
G31,0.01825882634047975
G31-G-S,0.020052175960416096
G32,0.018202978133821726
G32-G-S,0.019984837372064378
G33,0.01821373227265055
G33-G-S,0.019997798647184005
G34,0.018331975618086825
G34-G-S,0.02014043027586986
G35,0.018557807642716997
G35-G-S,0.020413350827361638
G36,0.018903400665999708
G36-G-S,0.02083229251600307
H01,0.014586642164035142
H01-A-S,0.015679601458877195
H02,0.014586642164035142
H02-A-S,0.015679601458877195
H03,0.014199577084739335
H03-A-S,0.015233245705990366
H04,0.012129604146951701
H04-A-S,0.012867653856094365
H04-S-S,0.011441656991824173
H06,0.011393636567274677
H06-A-S,0.01204970683618506
H07,0.011198188757942961
H07-A-S,0.011831316321226266
H08,0.010924733560747513
H08-A-S,0.011526483879130727
H09,0.010746741416201227
H09-A-S,0.011328519803339541
H10,0.010560056753922423
H10-A-S,0.011121269504606944
H11,0.010404426194429222
H11-A-S,0.010948791722664821
H12,0.011470009448746023
H12-A-S,0.012127825915431819
H12-S-S,0.010868546791066481
H13,0.011290642969215437
H13-A-S,0.0119274768902529
H13-S-S,0.010711782947344137
H14,0.011121796215973501
H14-A-S,0.011739200665084803
H14-S-S,0.010563846982302089
H15,0.010934286193604032
H15-A-S,0.011530479586752863
H15-S-S,0.01039914242147166
J12,0.014805832393392724
J12-J-S,0.015555958163372227
J12-Z-S,0.015887225329183543
J13,0.014608705516742315
J13-J-S,0.01572228311416862
J14,0.015231069931186897
J14-J-S,0.01597660703935021
J14-Z-S,0.016376022533234367
J15,0.01547858046410254
J15-J-S,0.016250004765470377
J15-Z-S,0.016661783628372232
J16,0.015372208601223101
J16-J-S,0.016610161562159168
J17,0.016051172398523248
J17-J-S,0.016929624607303087
J17-Z-S,0.017325742261617386
J19,0.01577374848345968
J19-J-S,0.017079971348171658
J20,0.016539779236795154
J20-J-S,0.017514830321188186
J20-Z-S,0.017895511933970758
J21,0.016814371187129414
J21-J-S,0.017851216009968512
J21-Z-S,0.018217023261557243
J22,0.016658616034837263
J22-J-S,0.01812230568980411
J23,0.01738806258300654
J23-J-S,0.018558472295746246
J23-Z-S,0.018891807020345125
J24,0.017343401075514218
J24-J-S,0.01893565897916804
J27-J-S,0.01936820985911399
J27-Z-S,0.01966549616695202
J28,0.01812425245596054
J28-J-S,0.019417935021299865
