,closeness_centrality
J28-Z-S,0.01976377906037013
J29,0.01787022354680549
J29-J-S,0.019565408080675403
J30,0.01844872402958945
J30-J-S,0.019781100815302113
J30-Z-S,0.020150535291790797
J31,0.018317044824325023
J31-J-S,0.020102296368539337
L01-L-S,0.024714056162312797
L02-L-S,0.025280642622087145
L03-L-S,0.025351926327499306
L05,0.022238525602029074
L05-L-S,0.024944656017965902
L06,0.021935698682162604
L06-L-S,0.024564272325058423
L08,0.020527589629820323
L08-L-S,0.022811942796783422
L10-L-S,0.022589659971209913
L11,0.020107608465246375
L11-L-S,0.022294462180936364
L12,0.01995741820625362
L12-L-S,0.022109975476672802
L13,0.019811798882650583
L13-L-S,0.02193139021074283
L14,0.019654766328725627
L14-L-S,0.02173912142625104
L15,0.019476597829975368
L15-L-S,0.02152136811452862
L16,0.019393441415515748
L16-L-S,0.021419880215801462
L17-L-S,0.0213039670584265
L19,0.01919364010730674
L19-L-S,0.021176405483405568
L20,0.020057522794884538
L20-L-S,0.021090086379844514
L20-IBX-S,0.019651113002827764
L21,0.01896018830874871
L21-L-S,0.020892588146956395
L22-L-S,0.020795403750739617
L24,0.019619256375684478
L24-L-S,0.02060795614900873
L24-IBX-S,0.01935021540702152
L25,0.018402945489395757
L25-L-S,0.020217991333131152
L26-L-S,0.019919350721065095
L26-IBX-S,0.018993659056509658
L27,0.01771720961083157
L27-L-S,0.019393350275034475
L28,0.017092316629710586
L28-L-S,0.01864711819276308
L29,0.01677866326287697
L29-L-S,0.018274428130138663
M01,0.018543523542297786
M01-M-S,0.018737603323795756
M01-IBX-S,0.019426828854373083
M04,0.017435566316849307
M04-M-S,0.019059619748464263
M05,0.017679430477354277
M05-M-S,0.01935054160994022
M06,0.017869853623856055
M06-M-S,0.01957781071228092
M08-M-S,0.01989873889113338
M09,0.01834387513207492
M09-M-S,0.020144809116965614
M10,0.01866495383163375
M10-M-S,0.02053064812539222
M11,0.020253955133994483
M11-J-S,0.020498230420292113
M11-M-S,0.020960770464269453
M11-Z-S,0.020852466501126574
M12,0.020259612778796617
M12-J-S,0.020780671704043942
M12-M-S,0.02120978570964767
M13,0.02060814193169861
M13-J-S,0.021147429878103866
M13-M-S,0.021581023517026524
M14,0.020947572621409227
M14-J-S,0.021505208592872853
M14-M-S,0.021952456108067862
M16,0.021440394184118722
M16-J-S,0.021758160120878035
M16-M-S,0.022233468224319698
M16-Z-S,0.022060846540841825
M18-J-S,0.023904222356070634
M18-M-S,0.024605873335723644
M18-Z-S,0.02406356146166492
M19,0.02170212305950225
M19-J-S,0.023954244591505088
M19-Z-S,0.024109038711071007
M20-J-S,0.02419134422897052
M20-Z-S,0.024326337603541234
M21-J-S,0.023942633988526286
M21-Z-S,0.02406521164988354
M22-J-S,0.023778232208587574
M22-Z-S,0.023884634634314717
M23,0.02100268808607691
M23-J-S,0.02310728345109507
M23-Z-S,0.023254894573819126
N02,0.016543868911068536
N02-N-S,0.017989823801363953
N03,0.016333472406490208
N03-N-S,0.01774131818142842
N04-N-S,0.01747642748221073
N04-IBX-S,0.017697553041514606
N05,0.01572231656564958
N05-N-S,0.01702258143800924
N06,0.015409096244165258
N06-N-S,0.016656013046789837
N07,0.01506209276357624
N07-N-S,0.01625131468754441
N08,0.01463566729850644
N08-N-S,0.015756001599543355
N09,0.014329274937044069
N09-N-S,0.015401474706192988
N10,0.014120674916062224
N10-N-S,0.015160751702865852
Q01-N-S,0.024895883167025772
Q01-Q-S,0.02540673912363071
Q03,0.021159219496415076
Q03-Q-S,0.023580845823319013
Q04,0.020084631037136473
Q04-Q-S,0.022253923492442023
Q05,0.019388494675654358
Q05-Q-S,0.021402476089216995
R01,0.016502713108085633
R01-N-S,0.017854666880945065
R01-W-S,0.01771123774552206
R03,0.016980000145764316
R03-N-S,0.018414687952891785
R03-W-S,0.0182621608858074
R04,0.017320413623164176
R04-N-S,0.01881573727785548
R04-W-S,0.018656524190505543
R05,0.01778580003052874
R05-N-S,0.019366227074678364
R05-W-S,0.01919760457402503
R06,0.01827983861250828
R06-N-S,0.019953416710704535
R06-W-S,0.0197744624349161
R08,0.018683577377249898
R08-N-S,0.020435442604736447
R08-W-S,0.020247779471476577
R09,0.01924457381696141
R09-N-S,0.02110847484450512
R09-W-S,0.02090831254822182
R11-N-S,0.024203816686649848
R11-W-S,0.02394103451494855
R11-R-S,0.024391051587926208
R13,0.022584996522222463
R13-N-S,0.02454582316552937
R13-W-S,0.024251565474557684
R13-R-S,0.02465035016049739
R14,0.02341582166295129
R14-N-S,0.025080240067548932
R14-Q-S,0.025455368114156808
R14-R-S,0.025110016054859716
R14-W-S,0.024858454436148026
R15,0.02336891827338101
R15-N-S,0.025640794343886424
R15-R-S,0.025527193014969998
R15-W-S,0.025451644140114586
R16-N-S,0.026262788482609982
R16-Q-S,0.026570051497676557
R16-R-S,0.026176623966386856
R16-W-S,0.026026022941058664
R17-N-S,0.026272315661584972
R17-Q-S,0.026578203658997036
R17-R-S,0.026127931256557536
R17-W-S,0.025975090171546367
R18,0.023265835076485403
R18-R-S,0.025910330197988003
R18-W-S,0.02564278261614415
R19,0.023132247177764152
R19-R-S,0.02574745696777696
R19-W-S,0.025365126801784234
R20-N-S,0.025737171501197104
R20-Q-S,0.026085963023711894
R20-R-S,0.025868412318574795
R20-W-S,0.025227001621991752
R21,0.022978978398049476
R21-R-S,0.02557744381696716
R21-W-S,0.024646298966506434
R22,0.022808771220013555
R22-R-S,0.025342010492211357
R22-W-S,0.024310634705207165
R23-R-S,0.02521639941417821
R23-W-S,0.02415347975434966
R24,0.02235397216670761
R24-R-S,0.024714930720133386
R24-W-S,0.023418064207424795
R25,0.02221509704646861
R25-R-S,0.024519155750290195
R25-W-S,0.023145253331268233
R26,0.022091424319124475
R26-R-S,0.02434728718404478
R26-W-S,0.02289871434124095
R27-R-S,0.024196912741906558
R27-W-S,0.02264294986077587
R28-R-S,0.02379291457948419
R29-R-S,0.023798211515240676
R30,0.02339730138537553
R30-B-S,0.0237448600173517
R30-Q-S,0.023959112037477043
R30-R-S,0.023542707957483592
R31-D-S,0.02264765815638305
R31-N-S,0.022857639193891797
R31-R-S,0.022949084500055682
R32,0.020112097746875834
R32-R-S,0.02224824105179171
R33-R-S,0.02149971056692465
R34,0.018912366714762003
R34-R-S,0.02078936498073295
R35,0.018375147119224142
R35-R-S,0.0201420416229217
R36,0.01912675153018218
R36-D-S,0.019590365693584848
R36-N-S,0.019668223377157897
R36-R-S,0.01943960343050481
R39,0.017251722667829303
R39-R-S,0.018800066003240124
R40,0.016918090662055026
R40-R-S,0.018404545023828694
R41-N-S,0.018416244394130026
R41-R-S,0.01806442019771107
R42,0.01607147082001738
R42-R-S,0.017409353071561124
R43,0.015683447781209447
R43-R-S,0.016954951502691697
R44,0.015186752673852067
R44-R-S,0.016375940887966803
R45,0.014783127754498755
R45-R-S,0.015907604336533966
S01-S-S,0.01928361737914812
S03,0.017725059399530584
S03-S-S,0.01944213216395718
S04-S-S,0.019636674118906006
X1-IBX-S,0.016797490372897173
X12,0.017699160057445488
X12-IBX-S,0.019386666389565984
X14,0.017773074818020426
X14-IBX-S,0.019475383456685327
X15,0.0178389207500306
X15-IBX-S,0.019554475166036665
X16-IBX-S,0.019714082402220574
X5-IBX-S,0.01899687354626593
X6,0.016957605876696612
X6-IBX-S,0.01850049795639376
X7,0.01680831363782622
X7-IBX-S,0.018322945895793506
X8,0.016929956604544674
X8-IBX-S,0.018467597564274477
101-1-N,0.01360778707248612
103-1-N,0.013844237089704671
104-1-N,0.01417219665379999
106-1-N,0.014471488357096423
107-1-N,0.014830005742768817
108-1-N,0.015143962562631716
109-1-N,0.015531917748995764
110-1-N,0.015909154778505043
111-1-N,0.01633571193065219
112-1-N,0.017048463023504927
113-1-N,0.017456851217129435
114-1-N,0.01803342011972827
115-1-N,0.018406936657714895
116-1-N,0.01896491154483234
117-1-N,0.019707205699687116
118-1-N,0.020102533812985223
119-1-N,0.02055478585189878
120-1-N,0.02119800392973514
120-2-N,0.02113436003835406
120-3-N,0.020697994999249847
121-1-N,0.02165811159827946
122-1-N,0.022108831276436657
123-1-N,0.022623993126691607
123-2-N,0.02250178635200315
123-3-N,0.02213256147513997
124-1-N,0.023081471922721364
125-1-N,0.023619872523527513
126-1-N,0.023992802570125097
127-1-N,0.024525947171547647
127-2-N,0.024863540580017756
127-3-N,0.024532825570387707
128-1-N,0.024268138523577152
128-2-N,0.024748986737114433
128-3-N,0.02443019065027618
129-1-N,0.024155131559111632
130-1-N,0.024079482883555815
131-1-N,0.024017703188806014
132-1-N,0.02397899390627828
132-2-N,0.025027036987002583
132-3-N,0.024704922638433758
133-1-N,0.02356693179080829
134-1-N,0.023231548013157174
135-1-N,0.023012011044031052
136-1-N,0.022894531568501096
137-1-N,0.02279573013553184
137-2-N,0.024423553364820553
137-3-N,0.024400115623310296
138-1-N,0.022319742001139207
139-1-N,0.021927683350616987
140-1-N,0.0215428847785797
201-2-N,0.011664217515951031
204-2-N,0.011875881376517341
204-5-N,0.012391505679273012
205-2-N,0.012098233367738565
205-5-N,0.012623504718263892
206-2-N,0.012324483976806739
206-5-N,0.012859558642136469
207-2-N,0.012510315700007815
207-5-N,0.01305343140676726
208-2-N,0.012794962071096844
208-5-N,0.013350376864055128
209-2-N,0.013086284404298477
209-5-N,0.013654266928329497
210-2-N,0.013359507616021046
210-5-N,0.013939258032352478
211-2-N,0.013760581176219326
211-5-N,0.01435757248060663
212-2-N,0.014190386569515526
212-5-N,0.014805795985411143
213-2-N,0.014619133386075086
213-5-N,0.015252869794116086
214-2-N,0.014910927459356627
214-5-N,0.015556896479223202
215-2-N,0.015291868449241809
215-5-N,0.015953748775208276
216-2-N,0.015776799957359176
216-5-N,0.016458857149142875
217-2-N,0.016161302524852997
217-5-N,0.016859295952199486
218-2-N,0.016384808033269003
218-5-N,0.017092035942113237
219-2-N,0.016699828975812195
219-5-N,0.017420017141670036
220-2-N,0.017091064887200896
220-5-N,0.017827281887109688
221-2-N,0.017653762475751764
221-5-N,0.018412919265653083
222-2-N,0.018220235361071025
222-5-N,0.01900231528378341
224-2-N,0.018761448766961855
224-3-N,0.018266022205877162
225-2-N,0.019199338435163877
225-3-N,0.018730533197157784
226-2-N,0.01963517511168395
226-3-N,0.019160254693510043
227-2-N,0.019879570326233446
227-3-N,0.019398242338318387
228-2-N,0.024486233708193767
228-3-N,0.02448873848270924
229-2-N,0.02451138135783962
229-3-N,0.024555077998102543
230-2-N,0.024199800588433865
230-3-N,0.02426022383145327
231-2-N,0.023077211643349187
231-3-N,0.02319419840240317
232-2-N,0.022831324957927696
232-3-N,0.022959140615157293
233-2-N,0.022563488032000072
233-3-N,0.02270017180979968
234-2-N,0.02251282506498674
234-3-N,0.022662701099676944
234-4-N,0.021704974635294923
234-5-N,0.021710397150201146
235-2-N,0.02235191531258574
235-3-N,0.022513490096892023
236-2-N,0.02190229269433354
236-3-N,0.022092312678894593
237-2-N,0.021319345952523616
237-3-N,0.021625043295968906
238-2-N,0.020819092451761164
238-3-N,0.02127977312631876
239-2-N,0.020640913039001355
239-3-N,0.021175206916772785
239-4-N,0.020120317791035968
239-5-N,0.020191691235001526
241-2-N,0.020007165164465136
241-5-N,0.019596354015768914
242-2-N,0.019546609977250096
242-5-N,0.01920604326675453
243-2-N,0.019072642622749655
243-5-N,0.018794613289317245
244-2-N,0.018709354501342968
244-5-N,0.018481114131687588
245-2-N,0.01844638582753806
245-5-N,0.01825472879273409
246-2-N,0.01824909419388284
246-5-N,0.018084614495403478
247-2-N,0.01800996890671624
247-5-N,0.017877925126083764
248-3-N,0.020799392603066895
249-3-N,0.020402369339227202
250-3-N,0.020023314089446857
250-4-N,0.018788351790362263
251-3-N,0.01959228340486965
252-3-N,0.019350426222932638
253-3-N,0.01913412338257667
254-3-N,0.018968307778330473
255-3-N,0.018418172356914644
256-3-N,0.01803609687988318
257-3-N,0.017680547572770374
301-3-N,0.017336222493403577
302-3-N,0.01762231567559106
401-4-N,0.014270148661772985
402-4-N,0.014679784508120517
405-4-N,0.015102567164040482
406-4-N,0.015565095600222824
407-4-N,0.015923343706430712
408-4-N,0.016240324658938432
409-4-N,0.016626685632281833
410-4-N,0.017040456749100562
411-4-N,0.017378508891988678
412-4-N,0.017756627793974397
413-4-N,0.01817840727081631
414-4-N,0.018874773131502966
415-4-N,0.019439886795243493
416-4-N,0.019743236383314176
416-5-N,0.019399378577861
418-4-N,0.024294233785713985
418-5-N,0.024221253243859972
419-4-N,0.02399246990491951
419-5-N,0.02391232790687936
420-4-N,0.023713622456628627
420-5-N,0.023627166787727086
423-4-N,0.022249036068262562
423-5-N,0.022150940964448175
501-5-N,0.012444037011350178
502-5-N,0.012919338457809699
503-5-N,0.01341160015814054
504-5-N,0.014026016000942707
505-5-N,0.014341576333190465
601-6-N,0.012835429765250863
602-6-N,0.013131364465555318
603-6-N,0.013322039746545358
604-6-N,0.013630697912458054
606-6-N,0.013860631067414845
607-6-N,0.014060119568221943
608-6-N,0.014452943864289268
609-6-N,0.01475703039245028
610-6-N,0.015082680988486084
611-6-N,0.015301890843837379
612-6-N,0.01566195542647952
613-6-N,0.016082249249704784
614-6-N,0.016534338787599395
615-6-N,0.017045602886421693
616-6-N,0.01737531451077093
617-6-N,0.017842369895978122
618-6-N,0.01821657379808521
619-6-N,0.018736099856500165
621-4-N,0.02037366826158571
621-5-N,0.0200567241312534
621-6-N,0.019818350130355107
622-6-N,0.020124747615839666
623-6-N,0.020386179993688677
624-6-N,0.020723735801666344
625-6-N,0.021146433569548456
626-4-N,0.0221720336009345
626-5-N,0.021908486011363342
626-6-N,0.02182880381628575
627-6-N,0.022313303946135732
628-6-N,0.02289549083895438
629-4-N,0.023796394093298406
629-5-N,0.023652504089943165
629-6-N,0.023649318260869516
630-6-N,0.02403298769056409
631-4-N,0.024344412947843133
631-5-N,0.024215584351741776
631-6-N,0.024341242147479503
632-6-N,0.024390284560098265
633-6-N,0.02447299124256386
634-6-N,0.024586967497611398
635-4-N,0.024782617059506726
635-5-N,0.024680078272195156
635-6-N,0.024972574414452546
636-6-N,0.02497305522876149
637-6-N,0.02505723942303487
638-6-N,0.024750165691959227
639-6-N,0.024521289051189162
640-4-N,0.024324086655476074
640-5-N,0.02423085394748129
640-6-N,0.023764852585677003
701-7-N,0.01611674964461244
702-7-N,0.016977420173795003
705-7-N,0.017553646866557013
706-7-N,0.018007350438142753
707-7-N,0.018428963519573228
708-7-N,0.018886437541553343
709-7-N,0.01936572858002411
710-7-N,0.01991310794926726
711-7-N,0.02001375296548598
712-7-N,0.02018397786569675
713-7-N,0.02049108650036997
714-7-N,0.020711508551030874
715-7-N,0.020952493045973207
716-7-N,0.021293912723889856
718-7-N,0.0220189178133249
719-7-N,0.022492790065428758
720-7-N,0.02290863516185332
721-7-N,0.02318970583685301
723-7-N,0.02499868427025223
724-7-N,0.02528813112692003
725-7-N,0.025250179836721447
726-7-N,0.023668644933816235
901-S-N,0.02336488846961729
902-S-N,0.023730624865788554
A02-A-N,0.01588019036274789
A03-A-N,0.016255845041385737
A05-A-N,0.01679100640484255
A06-A-N,0.01732858114427227
A07-A-N,0.01765074566688519
A09-A-N,0.018149469231051124
A09-C-N,0.018046964728556474
A10-C-N,0.018338257089834494
A11-C-N,0.01875350735530107
A12-A-N,0.01935184622333383
A12-C-N,0.019260561792732077
A14-B-N,0.020606516348412752
A14-C-N,0.01982389809168424
A15-A-N,0.02038907051062988
A15-B-N,0.02110283923260023
A15-C-N,0.020357638871557466
A15-D-N,0.020288944035083734
A16-B-N,0.021475784216938555
A16-C-N,0.02070233533500332
A17-B-N,0.021816407715394785
A17-C-N,0.021043632458783827
A18-B-N,0.022170839546073202
A18-C-N,0.021438216070531365
A19-B-N,0.022532694106740362
A19-C-N,0.0218650343356719
A20-B-N,0.02302430941955864
A20-C-N,0.0224446600395831
A21-B-N,0.023427767007088485
A21-C-N,0.022909680857257232
A22-B-N,0.024043184043015708
A22-C-N,0.023598335910241755
A24-A-N,0.024477868176360613
A24-B-N,0.02496611101384068
A24-C-N,0.02460891097373946
A24-D-N,0.024314147816016297
A25-C-N,0.02508728533642429
A25-E-N,0.025392847647157785
A27-A-N,0.025640160726917136
A27-C-N,0.025535711037387474
A27-E-N,0.02564465922737301
A28-A-N,0.025560148732751548
A28-C-N,0.025449665870847266
A28-E-N,0.02545332397755231
A30-C-N,0.02537938705382327
A30-E-N,0.025297688196615226
A31-A-N,0.025494815583597796
A31-C-N,0.025381069299704826
A31-E-N,0.025189406575392894
A32-A-N,0.02558270691319788
A32-C-N,0.02546215066325377
A32-E-N,0.025053839845618056
A33-C-N,0.025244389684835056
A33-E-N,0.024548394547798377
A34-A-N,0.02529798660139337
A34-C-N,0.02516626868760493
A34-E-N,0.024114569925879438
A36-A-N,0.025285627356545756
A36-C-N,0.02515734713611893
A38-A-N,0.02529889456866758
A38-C-N,0.0251699755877617
A40-A-N,0.02441764303220658
A40-C-N,0.02427945494207124
A41-A-N,0.024184972423507794
A41-C-N,0.024051753416884206
A41-F-N,0.024309070714365135
A42-A-N,0.023825010191796843
A42-C-N,0.023719972564611443
A42-G-N,0.02137207452850411
A43-C-N,0.023118378867708633
A44-C-N,0.02268078637438495
A45-C-N,0.022265758600632922
A46-A-N,0.02170034130655249
A46-C-N,0.021871487888904896
A47-C-N,0.021420914411359092
A48-A-N,0.0208109841187479
A48-C-N,0.020937873287076955
A49-C-N,0.02054823813107349
A50-C-N,0.020224917562497863
A51-A-N,0.019962352435959483
A51-C-N,0.01998874927463716
A52-C-N,0.019383652157510135
A53-C-N,0.01897099119244707
A54-C-N,0.018392075404363755
A55-A-N,0.017975946179730275
A55-C-N,0.017956655323893237
A57-A-N,0.017585391643458678
A59-A-N,0.017240272760807914
A60-A-N,0.016870820499773745
A61-A-N,0.016510781981735608
A63-A-N,0.01620502793921631
A64-A-N,0.015904571980469608
A65-A-N,0.01560517679195584
B04-F-N,0.022892657561688966
B06-F-N,0.02381191022452039
B08-F-N,0.025119651325726567
B08-Q-N,0.024592811834491447
B10-F-N,0.025605584308218802
B12-D-N,0.018774350006961194
B13-D-N,0.01845038516842629
B14-D-N,0.018194137897129023
B15-D-N,0.01794686478451447
B16-D-N,0.017727657108254476
B17-D-N,0.01721428429034224
B18-D-N,0.01678651682119234
B19-D-N,0.016422569378716147
B20-D-N,0.016155312446252932
B21-D-N,0.015909039253595332
B22-D-N,0.015549377713548954
B23-D-N,0.015091250329773013
D01-D-N,0.014391771908006
D03-B-N,0.015558562648204495
D03-D-N,0.014728130902305948
D04-B-N,0.016006528343104787
D04-D-N,0.015173430713314518
D05-B-N,0.01639401351442602
D05-D-N,0.015559762876109605
D06-B-N,0.01674463852321395
D06-D-N,0.015910222208741602
D07-B-N,0.01717105930158019
D07-D-N,0.016337570923286377
D08-B-N,0.017564054753825085
D08-D-N,0.016732523785662732
D09-B-N,0.01805913453962448
D09-D-N,0.017231577525283953
D10-B-N,0.01855623889658186
D10-D-N,0.01773436921833315
D11-B-N,0.019182697759617336
D11-D-N,0.018370459580389062
D12-B-N,0.01973499012327876
D12-D-N,0.018904470739672385
D13-B-N,0.020157055947036123
D13-D-N,0.019327064449233974
D14-B-N,0.02525232582508322
D14-D-N,0.0246407891763867
D14-E-N,0.025349396826080603
D15-B-N,0.025479290580557565
D15-D-N,0.024849942786045312
D15-F-N,0.026124494565343503
D15-M-N,0.025160127355826116
D16-B-N,0.025641166148471898
D16-D-N,0.025014996839367552
D16-F-N,0.026297733243092265
D16-M-N,0.025424252710323152
D17-B-N,0.025768234184686316
D17-D-N,0.025150413818973247
D17-F-N,0.02650263642114614
D17-M-N,0.025713690483684017
D18-F-N,0.026651429429247645
D18-M-N,0.025832999880386013
D19-F-N,0.02686477205354667
D19-M-N,0.026045495949164006
D20-B-N,0.02595615727937833
D20-D-N,0.025318734616005187
D20-F-N,0.02672284973323587
D20-M-N,0.025920581895785763
D21-B-N,0.025834917798374973
D21-D-N,0.025200396139221662
D21-F-N,0.026529042024462986
D21-M-N,0.025668312322792902
D22-B-N,0.025209418861130515
D22-D-N,0.02451497193496152
D24-B-N,0.023317823436206326
D24-Q-N,0.023424725106641238
D25-B-N,0.022548826997863234
D25-Q-N,0.022599153032817152
D26-B-N,0.02147156958636004
D26-Q-N,0.021322645553313084
D27-B-N,0.020979535573675448
D27-Q-N,0.020807422831953037
D28-B-N,0.020641630725696424
D28-Q-N,0.020451195584857956
D29-B-N,0.020222180864561047
D29-Q-N,0.020030968098845803
D30-B-N,0.020049670169438445
D30-Q-N,0.019866263578275308
D31-B-N,0.019817119853257858
D31-Q-N,0.019639904728481664
D32-B-N,0.019606161260181672
D32-Q-N,0.019420763097822712
D32-IBX-N,0.019150157750698886
D33-B-N,0.01925606787697594
D33-Q-N,0.01906466013998203
D34-B-N,0.018671569308252055
D34-Q-N,0.018473451869799328
D35-B-N,0.018015856928896623
D35-Q-N,0.017812482540933268
D37-B-N,0.017381708259007277
D37-Q-N,0.01717896429239816
D38-B-N,0.017122044560830354
D38-Q-N,0.016934323591948856
D39-B-N,0.016616002931182716
D39-Q-N,0.016482666676720565
D40-B-N,0.016016525871084934
D40-Q-N,0.015953469114562725
D41-Q-N,0.015690938545044334
D42-F-N,0.01568603062189162
D42-Q-N,0.015473586080098313
D43-D-N,0.014707453574086805
D43-F-N,0.015493372994148514
D43-N-N,0.014591334584230993
D43-Q-N,0.015232671023334305
E01-E-N,0.023363619608005683
F01-F-N,0.014338669041457534
F02-F-N,0.01473996683921707
F03-F-N,0.015173719331755648
F04-F-N,0.015517308521041943
F05-E-N,0.016363212541096066
F05-F-N,0.01598103090232726
F06-E-N,0.016986496057291595
F06-F-N,0.016587349991281287
F07-E-N,0.01728328819978685
F07-F-N,0.016910846174145747
F09-E-N,0.02300913322137406
F09-M-N,0.022335726553524504
F11-E-N,0.0247134379938313
F11-M-N,0.024290368204308098
F12-E-N,0.025060858248629445
F12-M-N,0.024668427556150094
F14-F-N,0.026122799935390857
F15-F-N,0.025794654102955786
F16-F-N,0.02539846594250247
F18-F-N,0.024651745680308833
F20-F-N,0.023751242762166176
F20-G-N,0.021292313163258622
F21-F-N,0.023096140888996777
F21-G-N,0.020900192238068268
F22-F-N,0.022528985720815038
F22-G-N,0.020545234554396736
F23-F-N,0.022103653384905383
F23-G-N,0.020265253952109083
F24-F-N,0.02137614316590672
F24-G-N,0.019595921784736965
F25-F-N,0.020903489187570304
F25-G-N,0.019155216181425648
F26-F-N,0.020183470951539446
F26-G-N,0.018480136001026996
F27-F-N,0.019699381359759224
F29-F-N,0.019255728017181315
F30-F-N,0.018974091927653983
F31-F-N,0.018807731237939333
F31-IBX-N,0.018585831176073125
F32-F-N,0.018444382707419438
F33-F-N,0.018014989871547215
F34-F-N,0.01756823886259841
F35-F-N,0.017179764577135305
F36-F-N,0.016728060201766773
F38-F-N,0.01635927150001636
F39-F-N,0.0159148882435291
G05-E-N,0.015731828359149012
G05-J-N,0.015102223409699148
G05-Z-N,0.015356146880206024
G06-E-N,0.01606101301119137
G06-J-N,0.015419123483587139
G06-Z-N,0.015671398748331376
G07-E-N,0.016302770649238765
G08-E-N,0.017615376697775638
G08-F-N,0.017264450006505075
G08-M-N,0.01655886198284176
G08-R-N,0.016588059726357886
G09-M-N,0.01695791566019228
G09-R-N,0.016890148583871733
G10-M-N,0.01748046896423742
G10-R-N,0.01743247715996126
G11-M-N,0.01797022046453593
G11-R-N,0.01794539892481626
G12-M-N,0.018535406388779884
G12-R-N,0.018538583441530115
G13-M-N,0.019084202233392772
G13-R-N,0.019116984266994912
G14-E-N,0.020587308487084663
G14-F-N,0.02052181417371439
G14-M-N,0.019797780727134395
G14-R-N,0.020013833687543097
G15-M-N,0.019537207943832374
G15-R-N,0.01974380165950833
G16-M-N,0.01981088899079046
G16-R-N,0.01993756278965874
G18-M-N,0.0201464589614568
G18-R-N,0.020214870108968726
G19-M-N,0.020487664998379698
G19-R-N,0.02052335891537065
G20-M-N,0.021064174323809193
G20-R-N,0.02105901911612764
G21-E-N,0.022483929296968574
G21-M-N,0.021791818070287242
G21-R-N,0.021858607408773614
G22-G-N,0.020291732526283923
G24-G-N,0.020139791266671113
G26-G-N,0.02001508966104899
G28-G-N,0.020040772927605432
G29-G-N,0.02029923377114494
G30-G-N,0.02014649418522648
G31-G-N,0.020052187604669338
G32-G-N,0.01998485017891674
G33-G-N,0.01999781353792245
G34-G-N,0.020140446560861145
G35-G-N,0.020413365258697802
G36-G-N,0.0208323037555104
H01-A-N,0.015679650003167244
H02-A-N,0.015679650003167244
H03-A-N,0.0152332919467457
H04-A-N,0.012867687401635805
H04-S-N,0.011441657007460838
H06-A-N,0.012049738953277041
H07-A-N,0.011831349075981663
H08-A-N,0.011526517565034922
H09-A-N,0.011328553798915711
H10-A-N,0.01112130324557589
H11-A-N,0.010948825266693057
H12-A-N,0.012127855687532576
H12-S-N,0.010868546784225337
H13-A-N,0.011927507047208498
H13-S-N,0.010711784027265539
H14-A-N,0.011739231279094004
H14-S-N,0.010563849159222384
H15-A-N,0.011530510685330122
H15-S-N,0.010399145795891114
J12-J-N,0.015555989437354421
J12-Z-N,0.01588725771281412
J13-J-N,0.01572231918580914
J14-J-N,0.015976644686954002
J14-Z-N,0.016376061821487764
J15-J-N,0.016250043368414503
J15-Z-N,0.016661822599834192
J16-J-N,0.016610199005937947
J17-J-N,0.016929660756947747
J17-Z-N,0.017325778779633205
J19-J-N,0.01708000694484591
J20-J-N,0.017514867750185827
J20-Z-N,0.017895549691172873
J21-J-N,0.017851251811739875
J21-Z-N,0.018217059863336507
J22-J-N,0.018122340595586397
J23-J-N,0.018558504948738206
J23-Z-N,0.01889184008043925
J24-J-N,0.018935688701377816
J27-J-N,0.019368237783018383
J27-Z-N,0.019665524826035407
J28-J-N,0.019417966386454672
J28-Z-N,0.019763811816257727
J29-J-N,0.019565442536741418
J30-J-N,0.019781135581580966
J30-Z-N,0.02015057032716582
J31-J-N,0.020102331621719084
L01-L-N,0.024714074289142525
L02-L-N,0.025280657829356526
L03-L-N,0.025351941668434193
L05-L-N,0.024944674089766482
L06-L-N,0.024564292793409263
L08-L-N,0.02281197059223099
L10-L-N,0.022589688149075818
L11-L-N,0.02229449260608182
L12-L-N,0.02211000658194463
L13-L-N,0.021931421003492435
L14-L-N,0.021739152869898744
L15-L-N,0.02152140039517271
L16-L-N,0.021419912092918433
L17-L-N,0.021303998126099864
L19-L-N,0.021176435814074485
L20-L-N,0.021090115415755353
L20-IBX-N,0.019651119961234496
L21-L-N,0.020892615885095167
L22-L-N,0.020795431043649594
L24-L-N,0.02060798236135329
L24-IBX-N,0.019350222416635508
L25-L-N,0.020218016617606013
L26-L-N,0.01991937495053614
L26-IBX-N,0.018993666780962787
L27-L-N,0.019393373352706966
L28-L-N,0.018647139457428526
L29-L-N,0.018274449087266033
M01-M-N,0.01873763505435891
M01-IBX-N,0.019426836404155434
M04-M-N,0.019059652647403048
M05-M-N,0.01935057391054665
M06-M-N,0.01957784257655771
M08-M-N,0.019898771374601894
M09-M-N,0.02014484496860757
M10-M-N,0.020530682650615348
M11-J-N,0.020498264993763678
M11-M-N,0.02096080305580751
M11-Z-N,0.02085250051050799
M12-J-N,0.020780706120588223
M12-M-N,0.021209818802670536
M13-J-N,0.021147463455009414
M13-M-N,0.021581056333529716
M14-J-N,0.0215052409450398
M14-M-N,0.021952487781298838
M16-J-N,0.021758191235401896
M16-M-N,0.02223349728858373
M16-Z-N,0.022060877206919936
M18-J-N,0.02390423926779939
M18-M-N,0.024605888389509115
M18-Z-N,0.024063578812685754
M19-J-N,0.0239542611514673
M19-Z-N,0.02410905596755075
M20-J-N,0.024191358816209846
M20-Z-N,0.024326353188274308
