,closeness_centrality
614c,0.01390682237696106
611c,0.016465758060755207
601c,0.015019030365114542
635c,0.012777948300456312
620c,0.013547999021408554
617c,0.014219231291916752
626c,0.012702112393104061
604c,0.011475331130412977
603c,0.011310536159251802
628c,0.015166752147939846
613c,0.014624822395130521
610c,0.013611410708909666
602c,0.015088152981063961
619c,0.014772202040241158
623c,0.01438828564616737
622c,0.013156872841926535
616c,0.011974084899801327
606c,0.012829836818900276
605c,0.010704207465912658
167c,0.01520938730813919
624c,0.013966937137249343
636c,0.013901728503903924
627c,0.01160895211234162
621c,0.011844557649282777
151c,0.011682272517771208
609c,0.014454786313989868
607c,0.015263564771496936
612c,0.013381832572675265
625c,0.013587712427458229
608c,0.012490225193321828
629c,0.011666605719143682
618c,0.013640479666573339
630c,0.011283505639536515
615c,0.010085811844503056
461c,0.011946441060490448
B08,0.015241635289122002
D26,0.01296118553498521
L26,0.011059832901935235
254,0.011007558778615851
101,0.008541199734514176
103,0.008633754366536411
104,0.008760175440261812
106,0.008873610272202173
107,0.00900712440234969
108,0.009121978184110513
109,0.009261311681754203
110,0.009394125729291793
111,0.009541228788095395
113,0.009932456987980573
114,0.010133224393257242
115,0.010259081436761115
116,0.010442743814710904
117,0.01067685327641169
118,0.010792576162310843
119,0.010921265102108165
120,0.012183792401182747
121,0.011235867105823251
122,0.011365283525070302
123,0.012614867787861356
124,0.011620409094380866
126,0.011854124913392864
128,0.013119395917234534
129,0.011887904033772288
130,0.011856482088015291
131,0.0118286659705912
133,0.011686314146437048
134,0.011554328145070146
135,0.011440128444431265
136,0.011370263641141317
137,0.013069011496347665
138,0.011176763737416615
139,0.0110527104056291
201,0.007902148784384793
204,0.008518973365232326
205,0.008629628304114376
206,0.008740940676939181
207,0.00883141406766536
208,0.008968359104942085
209,0.009106506311776156
210,0.00923426125745672
211,0.009418700522618445
212,0.00961237019777788
213,0.009801590301952594
214,0.009928095530198673
215,0.010090624023565694
216,0.010293339431923692
217,0.010450836036335337
218,0.010541100543318853
219,0.010666749738526358
220,0.010820303217368338
221,0.01103643038025561
224,0.010839518296591855
225,0.010986865489192652
226,0.011121266383675582
227,0.011195488153153776
230,0.012548538482027638
231,0.012247953954731028
233,0.012122254752393681
234,0.012827412512532319
236,0.011887171695892785
237,0.011699950095448471
238,0.011532293923666188
241,0.011428123955888521
242,0.01125314177025719
243,0.011051619270090261
244,0.010865643729917565
245,0.010686901344658568
246,0.010531966996371793
247,0.01032417429622709
248,0.011049478975876496
249,0.01086510828213741
250,0.011074538822611843
251,0.010471556864956275
252,0.010353794109428011
253,0.010241901982302331
255,0.009987268740305151
256,0.00987384962914573
257,0.009766332806476704
301,0.00991832116924197
302,0.010011306783281687
401,0.008935218591586289
402,0.009094114293100034
405,0.009254608005128907
406,0.00942624929954699
407,0.009556451531048109
408,0.009669716502752716
409,0.009805375265906724
410,0.009947817340003794
411,0.010062072057780752
412,0.010187670014223932
413,0.010325105630855312
416,0.011101464966865449
419,0.012115179262424242
420,0.01203876408025968
501,0.008133602990806083
502,0.008334004532008112
503,0.008536111780165258
504,0.008780926123186733
505,0.008903568522277895
601,0.008134570049222141
602,0.00825243622340292
603,0.008327338515677369
604,0.008446897265561817
606,0.008534631176984811
607,0.008609846630872726
608,0.008755563422707724
609,0.008866235561959784
610,0.008982753314106851
611,0.009060046508897813
612,0.009185061660436183
613,0.009328012969198973
614,0.009478314581252277
615,0.009644115912819218
616,0.009748767427404317
617,0.009894061342911813
618,0.010008046601864946
619,0.010162841750289881
621,0.011821481352213524
622,0.010575321617523248
623,0.010660777611728291
624,0.010767621855961461
625,0.010889881589863485
626,0.012396482115097527
627,0.011208360551040552
628,0.011364172447676643
632,0.01174221629992494
633,0.011767037543815069
634,0.011795171225843054
636,0.011881890445726155
638,0.011822627671179855
701,0.009405147984787154
702,0.009691867788039593
705,0.009876955589516187
706,0.010018989159223498
707,0.010148158523086604
708,0.010285342223857099
709,0.010425857321782217
711,0.010662164831414835
712,0.010772484029942192
713,0.010941545915981107
714,0.011049650269279258
715,0.01115344569750972
716,0.011286409763041547
720,0.011775417171765886
721,0.01185142202521657
726,0.01197066790162056
A02,0.00960263090486535
A03,0.009738716558719562
A05,0.009928285575267468
A06,0.010113799569398101
A07,0.010222696709027842
A10,0.010441423353809869
A11,0.010579098720564907
A14,0.011798329188703901
A15,0.012463832246244116
A16,0.012119987652801395
A17,0.01225119590258686
A18,0.012385597608493231
A19,0.012520367112854631
A20,0.01269986163722248
A21,0.012840924035194679
A22,0.01303876358742531
A25,0.013232173156677466
A28,0.013624694297756207
A30,0.013274342485954728
A33,0.013193724728400778
A34,0.013482321082334835
A40,0.012619179371541283
A42,0.012674596380419192
A43,0.011909548276260649
A44,0.011749768348996294
A46,0.011753419158048926
A47,0.011304987618143178
A48,0.01140640013707766
A49,0.010977234997110544
A50,0.010847222532495607
A52,0.010568979125521082
A53,0.010445128789319073
A54,0.010267239695550304
A55,0.010380345411133453
A57,0.010061761028668056
A59,0.009947846449504662
A60,0.009823740641990862
A61,0.009700591104676337
A63,0.009594237441518976
A64,0.009488118590255511
A65,0.009380752103688075
B04,0.012232421812407154
B06,0.012526243565902012
B10,0.01303414290417524
B12,0.010345424502029469
B13,0.01021877611867378
B14,0.010111991461478478
B15,0.010003698636767309
B17,0.009740284451162259
B18,0.009610143682140604
B19,0.009496997747481061
B20,0.009412186031399466
B21,0.009330030125318555
B22,0.009206156668515326
B23,0.009051181866681123
D01,0.008872360684302114
D03,0.00946690156023163
D04,0.009632009488162471
D05,0.009771890202491786
D06,0.009896176374401032
D07,0.01004448275582038
D08,0.010178474685622857
D09,0.010343715631238069
D10,0.010505774039498718
D12,0.010882087190654609
D14,0.013595533055398734
D15,0.014639973209047533
D18,0.013757159691627234
