,closeness_centrality
H08,0.010809230240712467
H09,0.01063498223772654
H10,0.010452147682752072
H11,0.01029966634175235
H12,0.011342759656076546
H13,0.011167372832490582
H14,0.011002198270735312
H15,0.010818683379630207
J12,0.014624966849517756
J13,0.014409533546036685
J14,0.015038686826414897
J15,0.015279353673502185
J16,0.015148494004579497
J17,0.015834599600414452
J19,0.015536309262974914
J20,0.016307889699531026
J21,0.01657339164753841
J22,0.016374627824319817
J23,0.01709829340835045
J24,0.016982647665430377
J28,0.017844722659465215
J29,0.017630704481172866
J30,0.018280929933798543
J31,0.018146546917832032
L05,0.022282302026258447
L06,0.02196403197953697
L08,0.02044681313780834
L11,0.019898229853772084
L12,0.0196624577819393
L13,0.019400163077404445
L14,0.019102653033792393
L15,0.01874175830910042
L16,0.018555972914253795
L19,0.01812218855273391
L20,0.017968835252205214
L21,0.017864063384946293
L24,0.017616800886090744
L25,0.017316572265709502
L27,0.016675581606141972
L28,0.016120916929740756
L29,0.015841624833189984
M01,0.015885478064041985
M04,0.016379150158010676
M05,0.01680311731874385
M06,0.017103562967128318
M09,0.017823436938546298
M10,0.018258352094158194
M11,0.020029845488786613
M12,0.020088132645143884
M13,0.0204903748480433
M14,0.02087911920708136
M16,0.02141119332512606
M19,0.021782880019245016
M23,0.021099424485157964
N02,0.016147234772543415
N03,0.015794231289676317
N05,0.01495360109358683
N06,0.014688550085285466
N07,0.01439455334332906
N08,0.014040948117264794
N09,0.013772450127131911
N10,0.013588453436319176
Q03,0.021256502523869448
Q04,0.020172380859442663
Q05,0.019470289772826943
R01,0.01658424786525013
R03,0.017066285373297106
R04,0.017410132849496354
R05,0.01788027179596621
R06,0.01837943545404858
R08,0.018787418389366664
R09,0.01935439582548203
R13,0.022681982676600862
R14,0.02351655563479692
R15,0.023505298829312186
R18,0.023411772293927675
R19,0.02326953141841966
R21,0.02311467249838743
R22,0.022943638159316705
R24,0.02247950381733998
R25,0.022334569148148846
R26,0.022204870617518923
R30,0.02342345214152486
R32,0.020139978372305706
R34,0.01891124850066686
R35,0.018349158874692087
R36,0.019055334538452425
R39,0.017162029588847102
R40,0.016786500843637114
R41,0.017203757879045104
R42,0.0158897103008764
R43,0.015510376319214737
R44,0.015024467016075542
R45,0.01462932997153997
S03,0.017646409464092877
