,origin,dest
1809,R24,R23
1810,R23,Q01
1811,R23,Q01
1812,R23,Q01
1813,R23,Q01
1814,R23,639
1815,R23,639
1816,R23,M20
1817,R23,M20
1818,R23,M20
1819,R23,M20
1820,R23,R24
1821,R23,R22
1822,R22,R23
1823,R22,R21
1824,R21,R22
1825,R21,R20
1826,R20,R17
1827,R20,R17
1828,R20,635
1829,R20,635
1830,R20,635
1831,R20,635
1832,R20,635
1833,R20,635
1834,R20,635
1835,R20,635
1836,R20,635
1837,R20,635
1838,R20,635
1839,R20,635
1840,R20,L03
1841,R20,L03
1842,R20,L03
1843,R20,L03
1844,R20,R19
1845,R20,Q01
1846,R20,Q01
1847,R20,R21
1848,X1,R41
1849,X1,N04
1850,N04,F31
1851,F31,D32
1852,D32,X5
1853,247,X5
1854,X5,X6
1855,X6,X7
1856,X7,X8
1857,X8,L26
1858,L26,L24
1859,L24,L20
1860,L20,X12
1861,X12,M01
1862,M01,X14
1863,X14,X15
1864,X15,X16
1865,X16,710
1866,X16,G14
1867,M08,M09
1868,M09,M10
1869,M10,M11
1870,139,140
1871,234,239
1872,D21,M18
1873,D15,F12
1874,S09,S10
1875,S10,S11
1876,S11,S12
1877,S12,S13
1878,M16,M11
1879,M11,J30
1880,J30,J28
1881,J27,J23
1882,J23,J21
1883,J20,J17
1884,J17,J15
1885,J14,J12
